Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
suka barbeque,3,0,0,0,0,0,-1,like barbeque
budha,3,0,0,0,0,0,-1,Buddha
suka makan kari,3,0,0,0,0,0,-1,likes to eat curry
cinta warna-warni,3,0,0,0,0,0,-1,colorful love
suka mangan duku,3,0,0,0,0,0,-1,I like eating duku
negara merdeka,3,0,0,0,0,0,-1,independent country
demokrasi,3,0,0,0,0,0,-1,democracy
bersuku suku,2,1,0,0,0,0,-0.3333333333,tribal
jago sepak bola,3,0,0,0,0,0,-1,good at football
berkembang,3,0,0,0,0,0,-1,develop
papua,2,0,0,0,0,1,-0.6666666667,Papua
miskin,0,1,1,0,1,0,2.333333333,poor
suka burger,3,0,0,0,0,0,-1,love burgers
dingin,2,1,0,0,0,0,-0.3333333333,cold
suka makan steak,3,0,0,0,0,0,-1,likes to eat steak
hindia barat,2,0,0,0,0,1,-0.6666666667,West Indies
tertutup,2,1,0,0,0,0,-0.3333333333,closed
budi pekerti,3,0,0,0,0,0,-1,character
ekor pendek,3,0,0,0,0,0,-1,short tail
himalaya,2,0,0,0,0,1,-0.6666666667,Himalayas
surga,3,0,0,0,0,0,-1,heaven
suka bersawah,3,0,0,0,0,0,-1,likes rice fields
pintar,3,0,0,0,0,0,-1,clever
tango,2,0,0,0,0,1,-0.6666666667,tango
suka makan gudeg,3,0,0,0,0,0,-1,likes to eat warm
gemar kerajinan,3,0,0,0,0,0,-1,loves crafts
kulit cokelat,2,1,0,0,0,0,-0.3333333333,brown skin
bollywood,3,0,0,0,0,0,-1,bollywood
muslim,3,0,0,0,0,0,-1,Muslim
pandai muay thai,3,0,0,0,0,0,-1,good at muay thai
padat,3,0,0,0,0,0,-1,congested
persaudaraan,3,0,0,0,0,0,-1,brotherhood
suka sabung ayam,1,0,2,0,0,0,1,likes cockfighting
tempat liburan,3,0,0,0,0,0,-1,vacation spot
suka ski,3,0,0,0,0,0,-1,likes skiing
jago silat,3,0,0,0,0,0,-1,good at martial arts
hitam,1,1,1,0,0,0,0.6666666667,black
pandai bekerja,3,0,0,0,0,0,-1,good at work
kucing,3,0,0,0,0,0,-1,cat
bertubuh atletis,3,0,0,0,0,0,-1,athletic body
thailand,2,0,0,0,0,1,-0.6666666667,Thailand
suka sarapan,3,0,0,0,0,0,-1,likes breakfast
gurun,3,0,0,0,0,0,-1,desert
negara kaya minyak,3,0,0,0,0,0,-1,oil rich country
aneh,1,2,0,0,0,0,0.3333333333,Strange
persian,2,1,0,0,0,0,-0.3333333333,Persian
terjajah,1,1,0,0,1,0,1.333333333,colonized
keramahtamahan,3,0,0,0,0,0,-1,hospitality
portuguese,2,0,0,0,0,1,-0.6666666667,portuguese
kacau,1,1,1,0,0,0,0.6666666667,chaotic
kuda laut,3,0,0,0,0,0,-1,Seahorses
liar,0,2,0,0,1,0,2,wild
beruang koala,3,0,0,0,0,0,-1,koala bear
ulet,3,0,0,0,0,0,-1,tenacious
everest,2,0,0,0,0,1,-0.6666666667,everest
nuklir,2,0,1,0,0,0,0,nuclear
yoga,3,0,0,0,0,0,-1,yoga
suka bercanda,3,0,0,0,0,0,-1,playful
keberagaman,2,1,0,0,0,0,-0.3333333333,diversity
kuno,1,2,0,0,0,0,0.3333333333,ancient
kearifan lokal,3,0,0,0,0,0,-1,local wisdom
viking,2,0,0,1,0,0,0.3333333333,vikings
suka piramida,3,0,0,0,0,0,-1,love pyramids
pantang menyerah,3,0,0,0,0,0,-1,never give up
kebakaran hutan,2,0,0,0,1,0,0.6666666667,forest fires
toleran,3,0,0,0,0,0,-1,tolerant
suka minum teh,3,0,0,0,0,0,-1,likes to drink tea
rrc,3,0,0,0,0,0,-1,rrc
suka sauna,3,0,0,0,0,0,-1,love saunas
suku nomaden,2,0,1,0,0,0,0,nomadic tribe
melayu,3,0,0,0,0,0,-1,Malay
pemberani,3,0,0,0,0,0,-1,daredevil
pengungsi,2,1,0,0,0,0,-0.3333333333,refugees
eksotis,3,0,0,0,0,0,-1,exotic
kuda nil,2,0,0,0,0,1,-0.6666666667,hippopotamus
pandai lari cepat,3,0,0,0,0,0,-1,good at running fast
antusias,3,0,0,0,0,0,-1,enthusiastic
kaku,1,2,0,0,0,0,0.3333333333,rigid
suka makan burger,3,0,0,0,0,0,-1,likes to eat burgers
vampir,2,1,0,0,0,0,-0.3333333333,vampire
berpakaian aneh,0,1,2,0,0,0,1.666666667,dressed strangely
kungfu,3,0,0,0,0,0,-1,kung fu
malas,1,1,1,0,0,0,0.6666666667,lazy
pelari,3,0,0,0,0,0,-1,runner
petualang,3,0,0,0,0,0,-1,adventurer
sungai gangga,2,0,0,0,0,1,-0.6666666667,gangga River
maluku,2,0,0,0,0,1,-0.6666666667,my shame
suka masakan pedas,3,0,0,0,0,0,-1,likes spicy food
pecinta sepak bola,3,0,0,0,0,0,-1,football lovers
malaysia airlines,2,0,0,0,0,1,-0.6666666667,malaysian airlines
short,2,0,1,0,0,0,0,short
bahasa indonesia,3,0,0,0,0,0,-1,Indonesian
suka makan manis,3,0,0,0,0,0,-1,likes to eat sweets
kelaparan,2,1,0,0,0,0,-0.3333333333,starving
suka makan cepat saji,3,0,0,0,0,0,-1,likes to eat fast food
negara multi-etnis,2,1,0,0,0,0,-0.3333333333,multi-ethnic country
cinta kebersihan,3,0,0,0,0,0,-1,love cleanliness
berbahasa jawa,3,0,0,0,0,0,-1,Javanese language
suka sepakbola,3,0,0,0,0,0,-1,likes football
baik hati,3,0,0,0,0,0,-1,kind
rawan konflik,1,1,1,0,0,0,0.6666666667,potential conflict
kopi,3,0,0,0,0,0,-1,coffee
mandiri,3,0,0,0,0,0,-1,independent
suriname,2,0,0,0,0,1,-0.6666666667,Suriname
suka memasak,3,0,0,0,0,0,-1,likes to cook
timur,2,0,0,0,0,1,-0.6666666667,east
pendaki,3,0,0,0,0,0,-1,climber
berjiwa petualang,3,0,0,0,0,0,-1,adventurous spirit
berlayar,3,0,0,0,0,0,-1,sail
pandai menari,3,0,0,0,0,0,-1,good at dancing
suka minum vodka,1,0,0,2,0,0,1.666666667,likes to drink vodka
cinta bunga,3,0,0,0,0,0,-1,love flowers
orang asing,2,1,0,0,0,0,-0.3333333333,foreigners
budak,0,0,0,1,2,0,3.666666667,slave
suka berenang,3,0,0,0,0,0,-1,likes swimming
suka berjemur,3,0,0,0,0,0,-1,likes sunbathing
suka berdagang,3,0,0,0,0,0,-1,likes trading
prancis,2,0,0,0,0,1,-0.6666666667,French
kuat,3,0,0,0,0,0,-1,strong
bertubuh kecil,2,1,0,0,0,0,-0.3333333333,small stature
rendang,2,0,0,0,0,1,-0.6666666667,rendang
matador,2,0,0,0,1,0,0.6666666667,bullfighter
banyak cengkeh,3,0,0,0,0,0,-1,lots of cloves
peramu,3,0,0,0,0,0,-1,gatherer
maya,3,0,0,0,0,0,-1,virtual
berambut hitam,3,0,0,0,0,0,-1,black haired
suka pizza,3,0,0,0,0,0,-1,love pizza
suka makan junk food,2,1,0,0,0,0,-0.3333333333,likes to eat junk food
suka nembang,3,0,0,0,0,0,-1,likes to sing
seniman,3,0,0,0,0,0,-1,artist
soccer,3,0,0,0,0,0,-1,soccer
kasta,2,0,1,0,0,0,0,caste
berani,3,0,0,0,0,0,-1,brave
orang indonesia,3,0,0,0,0,0,-1,Indonesian people
suka makan pedas,3,0,0,0,0,0,-1,likes to eat spicy
suka makanan,3,0,0,0,0,0,-1,likes food
suka pedas,3,0,0,0,0,0,-1,likes spicy
suka bahari,3,0,0,0,0,0,-1,likes the sea
cinta kebebasan,3,0,0,0,0,0,-1,love of freedom
pemarah,1,1,1,0,0,0,0.6666666667,angry person
suka warna-warni,3,0,0,0,0,0,-1,love colours
suka bersantai,3,0,0,0,0,0,-1,likes to relax
pencinta makanan,3,0,0,0,0,0,-1,food lover
suka alam,3,0,0,0,0,0,-1,like nature
suka sepak bola,3,0,0,0,0,0,-1,likes football
rambut merah,3,0,0,0,0,0,-1,Red hair
berilmu,3,0,0,0,0,0,-1,knowledgeable
mentawai,2,0,0,0,0,1,-0.6666666667,Mentawai
menduduki,3,0,0,0,0,0,-1,occupy
cerdas,3,0,0,0,0,0,-1,intelligent
kerajinan tangan,3,0,0,0,0,0,-1,handycrafts
bir,1,1,0,1,0,0,1,beer
tertindas,0,2,0,0,1,0,2,oppressed
pandai matematika,3,0,0,0,0,0,-1,good at mathematics
penduduknya murah hati,3,0,0,0,0,0,-1,the people are generous
sukses,3,0,0,0,0,0,-1,success
berbulu,2,1,0,0,0,0,-0.3333333333,hairy
suka melaut,3,0,0,0,0,0,-1,likes to go to sea
jawa,3,0,0,0,0,0,-1,Java
teratur,3,0,0,0,0,0,-1,regular
berbahasa melayu,3,0,0,0,0,0,-1,speak Malay
suku toraja,3,0,0,0,0,0,-1,Toraja tribe
anjing,0,0,0,1,1,1,2.333333333,dog
memiliki kulit hitam,0,2,0,1,0,0,1.666666667,have black skin
afrika,2,0,0,0,0,1,-0.6666666667,Africa
suka bermusik,3,0,0,0,0,0,-1,likes music
penyanyi,3,0,0,0,0,0,-1,singer
pemalas,0,1,0,1,1,0,2.666666667,lazy person
pandai membuat perahu,3,0,0,0,0,0,-1,good at building boats
pendek,0,2,1,0,0,0,1.333333333,short
afrikaans,2,0,0,0,0,1,-0.6666666667,africaans
pendiam,3,0,0,0,0,0,-1,quiet type
dayak,2,1,0,0,0,0,-0.3333333333,Dayak
berorientasi keluarga,3,0,0,0,0,0,-1,family oriented
suka berkebun,3,0,0,0,0,0,-1,likes gardening
murah,2,1,0,0,0,0,-0.3333333333,cheap
oktoberfest,2,0,0,0,0,1,-0.6666666667,Oktoberfest
hutan hujan,3,0,0,0,0,0,-1,rainforest
gila kerja,1,2,0,0,0,0,0.3333333333,workaholic
pandai berenang,3,0,0,0,0,0,-1,good at swimming
kanguru,2,0,0,0,0,1,-0.6666666667,kangaroo
suku bugis,2,1,0,0,0,0,-0.3333333333,Bugis tribe
rumania,2,0,0,0,0,1,-0.6666666667,Romania
suku pedalaman,2,1,0,0,0,0,-0.3333333333,tribal
bugis,2,1,0,0,0,0,-0.3333333333,bugis
konservatif,2,0,0,0,1,0,0.6666666667,conservative
desert,2,0,0,0,0,1,-0.6666666667,desert
jago berselancar,3,0,0,0,0,0,-1,good at surfing
suka musik klasik,3,0,0,0,0,0,-1,likes classical music
ternak,3,0,0,0,0,0,-1,cattle
kosovo,2,0,0,0,0,1,-0.6666666667,kosovo
suka memancing,3,0,0,0,0,0,-1,likes fishing
badannya tinggi,3,0,0,0,0,0,-1,his body is tall
berpopulasi banyak,3,0,0,0,0,0,-1,large population
rasis,0,0,1,0,2,0,3.333333333,racist
terkenal,3,0,0,0,0,0,-1,famous
berkulit hitam,1,0,2,0,0,0,1,black skinned
cinta sepak bola,3,0,0,0,0,0,-1,love football
tinggi,3,0,0,0,0,0,-1,tall
suka makan duren,3,0,0,0,0,0,-1,likes to eat durian
binatang,1,1,0,0,0,1,0,animal
non-praktis,2,1,0,0,0,0,-0.3333333333,non-practical
mode,3,0,0,0,0,0,-1,mode
mendaki gunung,3,0,0,0,0,0,-1,Mountain climbing
agamis,3,0,0,0,0,0,-1,religious
gemuk,0,1,2,0,0,0,1.666666667,fat
belgia cinta damai,3,0,0,0,0,0,-1,Belgium loves peace
patriotik,3,0,0,0,0,0,-1,patriotic
austria-hongaria,2,0,0,0,0,1,-0.6666666667,Austria-Hungary
populasi,3,0,0,0,0,0,-1,population
suka makan daging,3,0,0,0,0,0,-1,likes to eat meat
gemar bersepeda,3,0,0,0,0,0,-1,loves cycling
kering,2,1,0,0,0,0,-0.3333333333,dry
murah senyum,3,0,0,0,0,0,-1,always smile
kilt,2,0,0,0,0,1,-0.6666666667,kilts
suka teh,3,0,0,0,0,0,-1,likes tea
cinta lingkungan,3,0,0,0,0,0,-1,love the environment
pandai bernyanyi,3,0,0,0,0,0,-1,good at singing
selatan,2,0,0,0,0,1,-0.6666666667,south
asia,2,0,0,0,0,1,-0.6666666667,Asia
suka masakan laut,3,0,0,0,0,0,-1,likes seafood
serius,3,0,0,0,0,0,-1,Serious
pelaut,3,0,0,0,0,0,-1,sailor
suka gulai,3,0,0,0,0,0,-1,like goulash
suka makan nasi,3,0,0,0,0,0,-1,likes to eat rice
baru,3,0,0,0,0,0,-1,new
banyak penduduk,3,0,0,0,0,0,-1,a lot of citizen
orang yang ramah,3,0,0,0,0,0,-1,friendly people
jam tangan,2,0,0,0,0,1,-0.6666666667,watch
hindustan,3,0,0,0,0,0,-1,Hindustan
negara terkaya di asia,3,0,0,0,0,0,-1,the richest country in Asia
biadab,0,0,0,1,2,0,3.666666667,savage
konstitusional,3,0,0,0,0,0,-1,constitutional
bersemangat,3,0,0,0,0,0,-1,enthusiastic
berjuang,3,0,0,0,0,0,-1,fight
lucu,3,0,0,0,0,0,-1,funny
kerja keras,3,0,0,0,0,0,-1,hard work
romantis,3,0,0,0,0,0,-1,romantic
