Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
أصحاب الضيافة,3,0,0,0,0,0,-1,Hospitality owners
مجتهدون,3,0,0,0,0,0,-1,They are hardworking
اللباقة,3,0,0,0,0,0,-1,Tact
المحافظين,3,0,0,0,0,0,-1,Conservatives
محب للكرة,3,0,0,0,0,0,-1,Football lover
يحب الرياضة,3,0,0,0,0,0,-1,He loves sports
القطط,3,0,0,0,0,0,-1,the cats
قصير الأرجل,1,0,1,1,0,0,1.333333333,Short-legged
مكسيكي,2,0,0,0,1,0,0.6666666667,Mexican
يتحدثون الإنجليزية,3,0,0,0,0,0,-1,They speak English
الشارقة,3,0,0,0,0,0,-1,Sharjah
يجيدون المصارعة,3,0,0,0,0,0,-1,They are good at wrestling
خليجي,2,0,0,0,1,0,0.6666666667,Gulf
يحب التمر,3,0,0,0,0,0,-1,He loves dates
منضبطون ذاتيًا,3,0,0,0,0,0,-1,Self-disciplined
محب للسفر,3,0,0,0,0,0,-1,Travel lover
الاحترام,3,0,0,0,0,0,-1,Respect
الأسد,3,0,0,0,0,0,-1,the lion
مخدرات,0,0,0,1,2,0,3.666666667,drugs
مباشرون,3,0,0,0,0,0,-1,Direct
جبل,3,0,0,0,0,0,-1,mountain
القاتل,0,0,0,0,3,0,4,the killer
عالم النباتات,3,0,0,0,0,0,-1,Plant world
محبو الصيد,3,0,0,0,0,0,-1,Fishing lovers
قاسي,0,1,0,2,0,0,2.333333333,harsh
محبة للخير,3,0,0,0,0,0,-1,A lover of goodness
مُحب لوطنه,3,0,0,0,0,0,-1,He loves his country
الجبال,3,0,0,0,0,0,-1,Mountains
شجاعة,3,0,0,0,0,0,-1,courage
لطيفان,3,0,0,0,0,0,-1,They are cute
الأنيق,3,0,0,0,0,0,-1,elegant
الأكثر سكانًا,3,0,0,0,0,0,-1,Most populated
جبال الهيمالايا,3,0,0,0,0,0,-1,Himalayas
القدامى,2,1,0,0,0,0,-0.3333333333,The old ones
يقدسون الله,3,0,0,0,0,0,-1,They sanctify God
اليهود,2,0,0,0,1,0,0.6666666667,Jews
المحبين,3,0,0,0,0,0,-1,Lovers
النحيفون,1,0,2,0,0,0,1,The skinny ones
برود,1,0,2,0,0,0,1,Coldness
مظلوم,3,0,0,0,0,0,-1,oppressed
يمارسون رياضة الصيد,3,0,0,0,0,0,-1,They practice fishing
الصمت,3,0,0,0,0,0,-1,Silence
مستبدين,0,0,0,2,1,0,3.333333333,Tyrants
جيدة في تسلق الجبال,3,0,0,0,0,0,-1,Good at mountain climbing
يحب الأكل,1,2,0,0,0,0,0.3333333333,He loves to eat
ثريّان,3,0,0,0,0,0,-1,Wealthy
فخمون,3,0,0,0,0,0,-1,Luxurious
يرتدي قبعة صغيرة,2,0,1,0,0,0,0,He wears a beanie
العلمي,3,0,0,0,0,0,-1,Scientific
اللطيفة,3,0,0,0,0,0,-1,The nice one
ركوب الخيل,3,0,0,0,0,0,-1,horseback riding
مفيد,3,0,0,0,0,0,-1,useful
الأكثر تطوراً,3,0,0,0,0,0,-1,The most advanced
المحترمين,3,0,0,0,0,0,-1,Respected people
سخيف,0,1,2,0,0,0,1.666666667,silly
اليونانيون,2,0,0,0,1,0,0.6666666667,Greeks
قذرين,0,0,0,1,2,0,3.666666667,Dirty
عرب,2,0,0,0,1,0,0.6666666667,Arabs
شربوا بكثرة,1,0,1,1,0,0,1.333333333,They drank a lot
في حالة حرب,2,0,0,1,0,0,0.3333333333,At war
المخلصون,3,0,0,0,0,0,-1,The loyal ones
ديكتاتوري,0,0,0,1,2,0,3.666666667,Dictatorship
صعبة المراس,0,1,2,0,0,0,1.666666667,Intractable
هداف,3,0,0,0,0,0,-1,scorer
مهمومون,1,0,2,0,0,0,1,They are worried
الفصيح,3,0,0,0,0,0,-1,Eloquent
مقاتلون,3,0,0,0,0,0,-1,Fighters
يحب كرة القدم,3,0,0,0,0,0,-1,He loves football
قرية,3,0,0,0,0,0,-1,village
يقودون سيارات رياضية,3,0,0,0,0,0,-1,They drive sports cars
مقاتل,3,0,0,0,0,0,-1,fighter
متعصبون,0,0,2,0,1,0,2.666666667,Fanatics
نباتيون,3,0,0,0,0,0,-1,Vegetarians
مثابر,3,0,0,0,0,0,-1,persistent
 يجيدون ركوب الخيل,3,0,0,0,0,0,-1, They are good at riding horses
يأكلون الأرز,2,1,0,0,0,0,-0.3333333333,They eat rice
جميلات,3,0,0,0,0,0,-1,Beautiful ones
 يرتدي ملابس دافئة,3,0,0,0,0,0,-1, Dressed warmly
يفضلون الأرز,3,0,0,0,0,0,-1,They prefer rice
أصحاب الثروة,3,0,0,0,0,0,-1,Wealth holders
غبي,0,0,0,2,1,0,3.333333333,stupid
متقدمة,3,0,0,0,0,0,-1,advanced
المتسلقون,2,0,0,1,0,0,0.3333333333,Climbers
طيبة القلب,3,0,0,0,0,0,-1,Kind hearted
يمتلكون سيارات فخمة,3,0,0,0,0,0,-1,They own luxury cars
السمنة,1,1,0,1,0,0,1,Obesity
الفقر,1,1,1,0,0,0,0.6666666667,Poverty
"""يرتدون ملابس دافئة",3,0,0,0,0,0,-1,“Dress warmly
",أصحاب الابتسامة الجميلة",3,0,0,0,0,0,-1,People with a beautiful smile
أصحاب الكرم,3,0,0,0,0,0,-1,Generosity owners
المهتمون بالآخرين,3,0,0,0,0,0,-1,Interested in others
متطورون,3,0,0,0,0,0,-1,Sophisticated
مضحك,3,0,0,0,0,0,-1,funny
العلميين,3,0,0,0,0,0,-1,Scientists
جزيرة,3,0,0,0,0,0,-1,island
الأنيقون,3,0,0,0,0,0,-1,The elegant ones
المبدع,3,0,0,0,0,0,-1,The creative one
الطيبون,3,0,0,0,0,0,-1,The good ones
أنيقة,3,0,0,0,0,0,-1,Stylish
خدومون,3,0,0,0,0,0,-1,They are servants
يشعرون بالوحدة,3,0,0,0,0,0,-1,They feel lonely
الجشعون,0,0,0,3,0,0,3,The greedy
المحاربون,3,0,0,0,0,0,-1,the Warriors
مهتم بالنباتات,3,0,0,0,0,0,-1,Interested in plants
يتسلقون الجبال,3,0,0,0,0,0,-1,They climb mountains
متمردون,0,0,3,0,0,0,2,Rebels
محبو المرح,3,0,0,0,0,0,-1,Fun lovers
الجائعون,1,1,0,1,0,0,1,The hungry
محبو السلام,3,0,0,0,0,0,-1,Peace lovers
أم القيوين,3,0,0,0,0,0,-1,Umm Al Quwain
الثراء,3,0,0,0,0,0,-1,Wealth
غنية بالنفط,2,0,1,0,0,0,0,Rich in oil
محبون للخير,3,0,0,0,0,0,-1,Philanthropists
شرقي,2,0,0,0,1,0,0.6666666667,east
دراجة,3,0,0,0,0,0,-1,bike
غير قانوني,0,0,3,0,0,0,2,illegal
يرتدون المعاطف,3,0,0,0,0,0,-1,They wear coats
مريح,3,0,0,0,0,0,-1,comfortable
مكرمون,3,0,0,0,0,0,-1,Honored
محبون للشرب,1,0,1,1,0,0,1.333333333,Drinkers
يرتدون الحجاب,2,0,1,0,0,0,0,They wear a hijab
المترف,2,0,0,1,0,0,0.3333333333,The yuppie
-يرتدون ملابس باهظة الثمن,2,1,0,0,0,0,-0.3333333333,-They wear expensive clothes
يجيدون الرماية,3,0,0,0,0,0,-1,They are good at shooting
عائلة كبيرة,3,0,0,0,0,0,-1,a big family
الدهون,1,1,0,1,0,0,1,Fats
جادة,3,0,0,0,0,0,-1,Avenue
أكل لحوم البشر,0,0,0,0,3,0,4,Cannibalism
يتمتعون بروح المغامرة,3,0,0,0,0,0,-1,They have an adventurous spirit
المتسلط,0,0,0,3,0,0,3,Bossy
موسيقى الروك,3,0,0,0,0,0,-1,rock music
نباتي,3,0,0,0,0,0,-1,vegetarian
العملي,3,0,0,0,0,0,-1,Practical
",أصحاب العادات التقليدية",2,1,0,0,0,0,-0.3333333333,People of traditional customs
موسيقيون,3,0,0,0,0,0,-1,Musicians
إمارة,3,0,0,0,0,0,-1,Emirate
شعبيون,2,1,0,0,0,0,-0.3333333333,Popular
الأغنياء,3,0,0,0,0,0,-1,The rich
قوي,3,0,0,0,0,0,-1,strong
المفكرون,3,0,0,0,0,0,-1,Thinkers
فرنسي,2,0,0,0,1,0,0.6666666667,French
مهذب,3,0,0,0,0,0,-1,polite
استوائية,3,0,0,0,0,0,-1,Tropical
طيبات,3,0,0,0,0,0,-1,Good ones
مهتمون بالمال,1,0,2,0,0,0,1,Interested in money
مطلق,0,3,0,0,0,0,1,absolute
متطرف,0,0,0,2,1,0,3.333333333,extremist
ديكتاتورية,0,0,0,1,2,0,3.666666667,Dictatorship
طويل,2,0,0,1,0,0,0.3333333333,long
ثريين,3,0,0,0,0,0,-1,Wealthy
النباتات,3,0,0,0,0,0,-1,the plants
الرياضيون,3,0,0,0,0,0,-1,Athletes
تسيطر على نفسها,3,0,0,0,0,0,-1,She controls herself
خليج,2,0,0,0,1,0,0.6666666667,bay
علماء نبات,3,0,0,0,0,0,-1,Botanists
لغة عالمية,3,0,0,0,0,0,-1,International language
غير شرعي,0,0,1,2,0,0,2.666666667,illegal
يرتدي kilt,1,0,1,0,0,1,0.3333333333,Wearing a kilt
أثرياء,2,0,1,0,0,0,0,Wealthy people
غني,3,0,0,0,0,0,-1,rich
سلطة,2,1,0,0,0,0,-0.3333333333,authority
صريحون,2,1,0,0,0,0,-0.3333333333,Honest
المتعصبون,0,1,0,1,1,0,2.666666667,Fanatics
اللطيفات,3,0,0,0,0,0,-1,The cute ones
مثقّف,3,0,0,0,0,0,-1,cultured
التكنولوجيا,3,0,0,0,0,0,-1,Technology
شعوب ناطقة بالفارسية,2,0,0,0,1,0,0.6666666667,Persian-speaking peoples
عاطفي,3,0,0,0,0,0,-1,passionate
حرب,2,0,0,1,0,0,0.3333333333,war
عيون بنية,3,0,0,0,0,0,-1,Brown eyes
عملي,3,0,0,0,0,0,-1,practical
الطيب,3,0,0,0,0,0,-1,The good one
طويلون,2,0,1,0,0,0,0,They are tall
المسافر,3,0,0,0,0,0,-1,the passenger
الذكية,3,0,0,0,0,0,-1,Smart
طيبة,3,0,0,0,0,0,-1,Kind
المتجولون,2,1,0,0,0,0,-0.3333333333,Hikers
الموسيقيون,3,0,0,0,0,0,-1,Musicians
يرتدون عباءات,2,0,0,1,0,0,0.3333333333,They wear cloaks
مهتمون بالنباتات,3,0,0,0,0,0,-1,Interested in plants
صهيوني,0,0,1,0,2,0,3.333333333,Zionist
متعصب,0,1,0,1,1,0,2.666666667,fanatic
تجار,3,0,0,0,0,0,-1,Merchants
عنيد,1,0,1,1,0,0,1.333333333,stubborn
طموح,3,0,0,0,0,0,-1,ambitious
صبورون,3,0,0,0,0,0,-1,They are patient
عمال,3,0,0,0,0,0,-1,Workers
مبتكر,3,0,0,0,0,0,-1,Innovative
بسيط,2,1,0,0,0,0,-0.3333333333,basic
ثريون,2,1,0,0,0,0,-0.3333333333,Threon
محب للشرب,1,0,2,0,0,0,1,Love to drink
الهادئة,3,0,0,0,0,0,-1,The quiet one
قديم,2,0,1,0,0,0,0,old
سكير,0,0,0,3,0,0,3,drunkard
المافيا,0,0,0,2,1,0,3.333333333,Mafia
تقليدي,2,1,0,0,0,0,-0.3333333333,traditional
الوديين,3,0,0,0,0,0,-1,The friendly ones
غير جدير بالثقة,0,0,1,2,0,0,2.666666667,Untrustworthy
الغريب,1,2,0,0,0,0,0.3333333333,the stranger
المضي قدما,3,0,0,0,0,0,-1,moving forward
شجعان,3,0,0,0,0,0,-1,Brave
الفقير,1,0,2,0,0,0,1,The poor
حر,3,0,0,0,0,0,-1,free
قصيرات,1,1,0,1,0,0,1,Short girls
كريم,3,0,0,0,0,0,-1,generous
أنيقون,3,0,0,0,0,0,-1,Elegant
مغني,3,0,0,0,0,0,-1,singer
صعبة,1,2,0,0,0,0,0.3333333333,Difficult
عالم,3,0,0,0,0,0,-1,world
الكرام,3,0,0,0,0,0,-1,Dear ones
رومان كاثوليك,2,0,0,0,1,0,0.6666666667,Roman Catholic
محترمان,3,0,0,0,0,0,-1,Respected
الكاثوليكية,2,0,0,0,1,0,0.6666666667,Catholicism
إيطاليون,2,0,0,0,1,0,0.6666666667,Italians
شعبية,2,0,1,0,0,0,0,popularity
"""يرتدون ملابس غريبة",1,0,2,0,0,0,1,“They wear strange clothes
هادئ,3,0,0,0,0,0,-1,calm
يحب القراءة,3,0,0,0,0,0,-1,He loves reading
صارمة,2,1,0,0,0,0,-0.3333333333,Strict
القصيرة,0,2,1,0,0,0,1.333333333,Short
غيور,1,1,0,1,0,0,1,jealous
المتدينون,3,0,0,0,0,0,-1,Religious people
العادل,3,0,0,0,0,0,-1,fair
مهتمون بالبيئة,3,0,0,0,0,0,-1,Environmentally concerned
الروس,2,0,0,0,1,0,0.6666666667,Russians
كسول,0,0,2,1,0,0,2.333333333,lazy
عنيف,0,0,0,2,1,0,3.333333333,violent
الاستبداد,0,0,0,1,2,0,3.666666667,Tyranny
مفكرون عميقون,3,0,0,0,0,0,-1,Deep thinkers
الرومان,2,0,0,0,1,0,0.6666666667,the Romans
متحدثين بالفارسية,2,0,0,0,1,0,0.6666666667,Persian speakers
ينتمي إلى الشرق الأوسط,2,0,0,0,1,0,0.6666666667,Belongs to the Middle East
طيبون,3,0,0,0,0,0,-1,They are kind
يعشقون القهوة,3,0,0,0,0,0,-1,They love coffee
جيدة في البولينج,3,0,0,0,0,0,-1,Good at bowling
الطموحون,3,0,0,0,0,0,-1,The ambitious ones
لاعب كرة قدم,3,0,0,0,0,0,-1,Footballer
يلبسون ثوب,3,0,0,0,0,0,-1,They wear a dress
قصير الأذنين,0,1,1,1,0,0,2,Short-eared
تجار نفط,2,0,0,1,0,0,0.3333333333,Oil traders
حار,2,1,0,0,0,0,-0.3333333333,hot
المحب للخير,3,0,0,0,0,0,-1,The lover of goodness
بنك,2,1,0,0,0,0,-0.3333333333,Bank
المتخلفون,0,0,0,2,1,0,3.333333333,Rednecks
جيدون في ركوب الخيل,3,0,0,0,0,0,-1,They are good at horse riding
عمال رخيصين,1,0,1,1,0,0,1.333333333,Cheap workers
 يرتدون ملابس جيدة,3,0,0,0,0,0,-1, They are well dressed
الاستوائية,3,0,0,0,0,0,-1,Tropical
المجرمون,0,0,0,0,3,0,4,Criminals
المتعلمين,3,0,0,0,0,0,-1,Educated people
إرهابيين,0,0,0,0,3,0,4,Terrorists
مبتسمات,3,0,0,0,0,0,-1,Smiling women
كرة القدم,3,0,0,0,0,0,-1,soccer
كرماء,3,0,0,0,0,0,-1,Generous
متكبر,0,0,0,3,0,0,3,arrogant
قطة,3,0,0,0,0,0,-1,cat
الوطنيين,3,0,0,0,0,0,-1,Patriots
مضياف,3,0,0,0,0,0,-1,hospitable
ذكي,3,0,0,0,0,0,-1,tasty
ربات البيوت,3,0,0,0,0,0,-1,Housewives
.يتحدثون اللغة السلوفينية,3,0,0,0,0,0,-1,They speak the Slovenian language
متزوجون,3,0,0,0,0,0,-1,Married
وحشي,0,0,0,0,3,0,4,brutal
كحولي,0,0,0,3,0,0,3,alcoholic
استوائي,3,0,0,0,0,0,-1,tropical
يأكلون اللحوم,2,0,1,0,0,0,0,They eat meat
عرق,2,0,1,0,0,0,0,Sweat
يحب اللحم,3,0,0,0,0,0,-1,He loves meat
المتوحش,0,0,0,0,3,0,4,Savage
نحيف,1,1,1,0,0,0,0.6666666667,slim
جدد,3,0,0,0,0,0,-1,new ones
فخمة,3,0,0,0,0,0,-1,Luxurious
حديثة,3,0,0,0,0,0,-1,Modern
