Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
ทะเลแดง,3,0,0,0,0,0,-1,red sea
อิหร่าน เพื่อนบ้าน,3,0,0,0,0,0,-1,Iran neighbor
น้ำท่วม,3,0,0,0,0,0,-1,flood
พูดง่าย,3,0,0,0,0,0,-1,Easy to say
คีลิง พูดภาษาอังกฤษ,3,0,0,0,0,0,-1,Keeling speaks English
ผู้ที่รักอิสระ,3,0,0,0,0,0,-1,freedom-loving person
พายุเฮอริเคน,3,0,0,0,0,0,-1,hurricane
ชอบกินปลา,3,0,0,0,0,0,-1,I like to eat fish.
ลาว ใจดี,3,0,0,0,0,0,-1,Lao is kind
เล่นกอล์ฟ,3,0,0,0,0,0,-1,play golf
โคสต์ อบอุ่น,3,0,0,0,0,0,-1,Coast is warm
จิงโจ้,3,0,0,0,0,0,-1,kangaroo
เรียบง่าย,3,0,0,0,0,0,-1,simple
งามสง่า,3,0,0,0,0,0,-1,elegant
น่า ฉลาด,3,0,0,0,0,0,-1,Nice and smart
ปิรามิด,3,0,0,0,0,0,-1,pyramid
กินข้าว,3,0,0,0,0,0,-1,eat rice
ซูชิ,3,0,0,0,0,0,-1,Sushi
เรียนหนัก,3,0,0,0,0,0,-1,Study hard
แข็งแรง,3,0,0,0,0,0,-1,strong
เต้นฟลาเมงโก,3,0,0,0,0,0,-1,flamenco dance
ชอบกินแกงเหลือง,3,0,0,0,0,0,-1,I like to eat yellow curry.
สุภาพเรียบร้อย,3,0,0,0,0,0,-1,Polite
สก็อตแลนด์,3,0,0,0,0,0,-1,Scotland
เทคโนโลยี,3,0,0,0,0,0,-1,technology
โคสต์ ร่าเริง,3,0,0,0,0,0,-1,Coast cheerful
รักสะอาด,3,0,0,0,0,0,-1,clean love
ซูโม่,3,0,0,0,0,0,-1,Sumo
กินพิซซ่า,3,0,0,0,0,0,-1,eat pizza
คีลิง เล็ก,3,0,0,0,0,0,-1,Keeling Lek
อดทน,3,0,0,0,0,0,-1,patient
สีแดง,3,0,0,0,0,0,-1,red
ยิ้มแย้ม,3,0,0,0,0,0,-1,smiling
ในทางปฏิบัติ,3,0,0,0,0,0,-1,In practice
ใจดี,3,0,0,0,0,0,-1,kind
ทันสมัย,3,0,0,0,0,0,-1,modern
โคสต์ เล่นฟุตบอล,3,0,0,0,0,0,-1,Coast plays football
ผู้มีเสน่ห์,3,0,0,0,0,0,-1,charming person
ทะเลทราย,3,0,0,0,0,0,-1,desert
อุบลราชธานี,3,0,0,0,0,0,-1,Ubon Ratchathani
รักระเบียบ,3,0,0,0,0,0,-1,love order
อิหร่าน,3,0,0,0,0,0,-1,Iran
ชอบดื่มชา,3,0,0,0,0,0,-1,like to drink tea
ภาษาโปรตุเกส,3,0,0,0,0,0,-1,Portuguese language
กินหอย,3,0,0,0,0,0,-1,eat shellfish
ใจกว้าง,3,0,0,0,0,0,-1,tolerant
ไทย น่ารัก,3,0,0,0,0,0,-1,Thai cute
รักการเรียนรู้,3,0,0,0,0,0,-1,love learning
ดอกไม้,3,0,0,0,0,0,-1,flower
ระเบียบวินัย,3,0,0,0,0,0,-1,Discipline
น้ำมัน,3,0,0,0,0,0,-1,oil
รักการผจญภัย,3,0,0,0,0,0,-1,love adventure
วิ่งระยะไกล,3,0,0,0,0,0,-1,long distance running
ชนบท,3,0,0,0,0,0,-1,countryside
โรแมนติก,3,0,0,0,0,0,-1,romantic
ออสเตรเลีย,3,0,0,0,0,0,-1,Australia
ปรัชญา,3,0,0,0,0,0,-1,philosophy
ทุเรียน,3,0,0,0,0,0,-1,durian
พูดภาษาดัตช์,3,0,0,0,0,0,-1,speak dutch
ชาวตะวันตก,3,0,0,0,0,0,-1,westerner
พักผ่อน,3,0,0,0,0,0,-1,rest
น่า สวย,3,0,0,0,0,0,-1,Looks beautiful
ควบคุมตนเองได้,3,0,0,0,0,0,-1,able to control oneself
พูดภาษาอังกฤษ,3,0,0,0,0,0,-1,speak english
หลากหลายกว่า,3,0,0,0,0,0,-1,More variety
ทะเลสวย,3,0,0,0,0,0,-1,beautiful sea
ราชอาณาจักร,3,0,0,0,0,0,-1,kingdom
พูดเหนือ,3,0,0,0,0,0,-1,speak above
ต่างชาติ,3,0,0,0,0,0,-1,foreign
ประชากรมากที่สุด,3,0,0,0,0,0,-1,most populated
ระเบียบ,3,0,0,0,0,0,-1,order
คนใจดี,3,0,0,0,0,0,-1,kind person
รักไก่,3,0,0,0,0,0,-1,love chicken
เต้นฟลามิงโก้,3,0,0,0,0,0,-1,Flamenco dance
กินทุเรียน,3,0,0,0,0,0,-1,Eat durian
กรีกโบราณ,3,0,0,0,0,0,-1,ancient greece
retreat,3,0,0,0,0,0,-1,retreat
มีน้ำใจ,3,0,0,0,0,0,-1,Be considerate
พูดภาษาเอสโตเนีย,3,0,0,0,0,0,-1,speak Estonian
เต้นแซมบ้า,3,0,0,0,0,0,-1,Samba dance
พุทธศาสนา,3,0,0,0,0,0,-1,Buddhism
ผู้ชาญฉลาด,3,0,0,0,0,0,-1,intelligent person
สิงคโปร์ อยู่ใกล้กัน,3,0,0,0,0,0,-1,Singapore is close to each other.
ปลาแซลมอน,3,0,0,0,0,0,-1,Salmon
ร่ำรวย,3,0,0,0,0,0,-1,lucrative
เซอร์แลนด์ แม่นยำ,3,0,0,0,0,0,-1,Serland Precise
ควบคุมตัวเองได้,3,0,0,0,0,0,-1,Can control myself
พูดภาษาสลาฟ,3,0,0,0,0,0,-1,speak slavic language
พิซซ่า,3,0,0,0,0,0,-1,Pizza
เทือกเขาหิมาลัย,3,0,0,0,0,0,-1,Himalayas
เหนือ จริงจัง,3,0,0,0,0,0,-1,"North, serious"
เซอร์แลนด์ ใช้งานได้จริง,3,0,0,0,0,0,-1,Serland actually works.
เดิน,3,0,0,0,0,0,-1,walk
พูดภาษาลาว,3,0,0,0,0,0,-1,speak Lao
อารมณ์,3,0,0,0,0,0,-1,mood
เมืองในจีน,3,0,0,0,0,0,-1,city ​​in china
ชาวประมง,3,0,0,0,0,0,-1,fisherman
พูดภาษาอังกฤษได้ดี,3,0,0,0,0,0,-1,speak English well
อนุรักษ์นิยม,3,0,0,0,0,0,-1,conservative
ภาษาพูด,3,0,0,0,0,0,-1,spoken language
จริงจัง,3,0,0,0,0,0,-1,serious
ปฏิบัติจริง,3,0,0,0,0,0,-1,Practical
พุทธ,3,0,0,0,0,0,-1,Buddhist
ความรัก,3,0,0,0,0,0,-1,love
ปิดประเทศ,3,0,0,0,0,0,-1,Close the country
กินหมาก,3,0,0,0,0,0,-1,eat betel nut
พูดภาษาอังกฤษได้,3,0,0,0,0,0,-1,can speak english
สวรรค์บนดิน,3,0,0,0,0,0,-1,heaven on earth
ไทยเหนือ,3,0,0,0,0,0,-1,Northern Thai
น่า ใจดี,3,0,0,0,0,0,-1,Very kind
มลายู,3,0,0,0,0,0,-1,Malay
ประชากรจำนวนมาก,3,0,0,0,0,0,-1,large population
รักการดื่มไวน์,3,0,0,0,0,0,-1,love drinking wine
น้ำแข็ง,3,0,0,0,0,0,-1,ice
ชอบแกง,3,0,0,0,0,0,-1,I like curry.
ชอบเล่นน้ำ,3,0,0,0,0,0,-1,likes to play in the water
มีอัธยาศัยดี,3,0,0,0,0,0,-1,Good-natured
canada,3,0,0,0,0,0,-1,canada
ร่าเริง,3,0,0,0,0,0,-1,cheerful
พูดจาสุภาพ,3,0,0,0,0,0,-1,Speak politely
อาหารอีสาน,3,0,0,0,0,0,-1,Isaan food
สง่างาม,3,0,0,0,0,0,-1,elegant
ลาตินอเมริกา,3,0,0,0,0,0,-1,Latin America
ขยัน,3,0,0,0,0,0,-1,hard-working
ชอบกินข้าว,3,0,0,0,0,0,-1,I like to eat rice.
ภาษาสเปน,3,0,0,0,0,0,-1,Spanish
พูดจานุ่มนวล,3,0,0,0,0,0,-1,speak softly
บุรีรัมย์,3,0,0,0,0,0,-1,Buriram
สิงคโปร์ อยู่ในเอเชียตะวันออกเฉียงใต้,3,0,0,0,0,0,-1,Singapore is in Southeast Asia.
ฟุตบอล,3,0,0,0,0,0,-1,football
ดนตรีคลาสสิก,3,0,0,0,0,0,-1,classical music
ชัยชนะ,3,0,0,0,0,0,-1,victory
มณฑลยูนนาน,3,0,0,0,0,0,-1,Yunnan Province
กินบะหมี่,3,0,0,0,0,0,-1,eat noodles
สุขุม,3,0,0,0,0,0,-1,discreetly
ชาวนา,3,0,0,0,0,0,-1,farmer
ภูเขาสูง,3,0,0,0,0,0,-1,high mountain
ไท่ หยวน จีน,3,0,0,0,0,0,-1,Tai Yuan China
ปลาร้า,3,0,0,0,0,0,-1,pickled fish
ช็อกโกแลต,3,0,0,0,0,0,-1,chocolate
ก้าวหน้า,3,0,0,0,0,0,-1,progress
ชอบเล่นหมากรุก,3,0,0,0,0,0,-1,likes to play chess
ชอบม้า,3,0,0,0,0,0,-1,I like horses.
รักการวิ่ง,3,0,0,0,0,0,-1,love running
ชอบเที่ยว,3,0,0,0,0,0,-1,like to travel
หลงใหล,3,0,0,0,0,0,-1,passionate
ปลาดิบ,3,0,0,0,0,0,-1,raw fish
แข็งแกร่ง,3,0,0,0,0,0,-1,strong
เก่งทำอาหาร,3,0,0,0,0,0,-1,Good at cooking
ข้าว,3,0,0,0,0,0,-1,rice
ถ่อมตัว,3,0,0,0,0,0,-1,unassuming
ชอบอาหารไทย,3,0,0,0,0,0,-1,like thai food
ตกปลา,3,0,0,0,0,0,-1,fish
ชอบชีส,3,0,0,0,0,0,-1,like cheese
ผ่อนคลาย,3,0,0,0,0,0,-1,relax
วิ่ง,3,0,0,0,0,0,-1,run
ชอบวิ่ง,3,0,0,0,0,0,-1,like running
นักท่องเที่ยว,3,0,0,0,0,0,-1,tourist
รักชาติ,3,0,0,0,0,0,-1,Patriotic
สัตว์แปลกๆ,3,0,0,0,0,0,-1,strange animals
กัมพูชา เพื่อนบ้าน,3,0,0,0,0,0,-1,Neighboring Cambodia
ตรงต่อเวลา,3,0,0,0,0,0,-1,punctual
พูดชัด,3,0,0,0,0,0,-1,speak clearly
รักการประดิษฐ์,3,0,0,0,0,0,-1,love invention
มั่งคั่ง,3,0,0,0,0,0,-1,wealthy
อาเซียน,3,0,0,0,0,0,-1,ASEAN
เล่นสกี,3,0,0,0,0,0,-1,skiing
โคสต์ แข็งแกร่ง,3,0,0,0,0,0,-1,Coast strong
กินลาบ,3,0,0,0,0,0,-1,Eat laap
ภาคตะวันออกเฉียงเหนือ,3,0,0,0,0,0,-1,Northeast
สถาน รักสันโดษ,3,0,0,0,0,0,-1,Place of solitude
รักสันติ,3,0,0,0,0,0,-1,love peace
ฝรั่งเศส,3,0,0,0,0,0,-1,France
ไอร์แลนด์,3,0,0,0,0,0,-1,Ireland
รักสนุก,3,0,0,0,0,0,-1,fun loving
รักความงาม,3,0,0,0,0,0,-1,love beauty
ร้อยเอ็ด,3,0,0,0,0,0,-1,Roi Et
พูดภาษามาเลย์,3,0,0,0,0,0,-1,speak malay
อาหารเม็กซิกัน,3,0,0,0,0,0,-1,mexican food
ชอบกินทุเรียน,3,0,0,0,0,0,-1,I like to eat durian.
รัก k-pop,3,0,0,0,0,0,-1,love k-pop
developed,3,0,0,0,0,0,-1,developed
ชอบกินแคปหมู,3,0,0,0,0,0,-1,I like to eat pork caps.
ไทย,3,0,0,0,0,0,-1,Thai
ผู้มีปัญญา,3,0,0,0,0,0,-1,wise person
ราชินี,3,0,0,0,0,0,-1,queen
สีขาว,3,0,0,0,0,0,-1,white
เบียร์,3,0,0,0,0,0,-1,beer
ชอบทำสวน,3,0,0,0,0,0,-1,likes gardening
แมวน้ำ,3,0,0,0,0,0,-1,seal
ดิน,3,0,0,0,0,0,-1,earth
เกาะสวรรค์,3,0,0,0,0,0,-1,paradise island
สวย,3,0,0,0,0,0,-1,beautiful
ยืดหยุ่น,3,0,0,0,0,0,-1,resilient
ศิลปะการต่อสู้,3,0,0,0,0,0,-1,martial arts
ไกล,3,0,0,0,0,0,-1,far
เทพนิยาย,3,0,0,0,0,0,-1,fairy tale
ใต้สุดของคาบสมุทรมลายู,3,0,0,0,0,0,-1,Southernmost point of the Malay Peninsula
พูดจาไพเราะ,3,0,0,0,0,0,-1,speak nicely
ผู้ที่ปฏิบัติจริง,3,0,0,0,0,0,-1,Those who actually practice
ห่างไกล,3,0,0,0,0,0,-1,far away
อ่อนโยน,3,0,0,0,0,0,-1,gentle
สัตว์หายาก,3,0,0,0,0,0,-1,rare animals
generous,3,0,0,0,0,0,-1,generous
รักศิลปะ,3,0,0,0,0,0,-1,love art
เย็น,3,0,0,0,0,0,-1,cool
ทะเล,3,0,0,0,0,0,-1,sea
สำเนียง,3,0,0,0,0,0,-1,accent
โคสต์ ใจดี,3,0,0,0,0,0,-1,Coast is kind.
เอธิโอเปีย,3,0,0,0,0,0,-1,Ethiopia
เทคโนโลยีขั้นสูง,3,0,0,0,0,0,-1,Advanced technology
ร้องเพลง,3,0,0,0,0,0,-1,sing
progressive,3,0,0,0,0,0,-1,progressive
ประชากรหนาแน่น,3,0,0,0,0,0,-1,Densely populated
เจ๋ง,3,0,0,0,0,0,-1,cool
ชอบกินหอย,3,0,0,0,0,0,-1,I like to eat shellfish.
ชอบขี่ม้า,3,0,0,0,0,0,-1,likes riding horses
โคสต์ สวยงาม,3,0,0,0,0,0,-1,Coast is beautiful
ไทย รักสงบ,3,0,0,0,0,0,-1,Thai love peace
เฉลียวฉลาด,3,0,0,0,0,0,-1,Intelligent
รักเบียร์,3,0,0,0,0,0,-1,love beer
ประชากรมาก,3,0,0,0,0,0,-1,large population
อาหารทะเล,3,0,0,0,0,0,-1,seafood
ชา,3,0,0,0,0,0,-1,tea
ชนะเลิศ,3,0,0,0,0,0,-1,Winner
ขยันขันแข็ง,3,0,0,0,0,0,-1,diligent
ศาสนาพุทธ,3,0,0,0,0,0,-1,Buddhism
ช็อคโกแลต,3,0,0,0,0,0,-1,chocolate
สูง,3,0,0,0,0,0,-1,high
คุมตัวเองได้,3,0,0,0,0,0,-1,I can control myself.
เบรุต,3,0,0,0,0,0,-1,Beirut
ศิลปะ,3,0,0,0,0,0,-1,art
สมบูรณ์,3,0,0,0,0,0,-1,complete
กินข้าวเหนียว,3,0,0,0,0,0,-1,Eat sticky rice
รักชา,3,0,0,0,0,0,-1,love tea
รักงาน,3,0,0,0,0,0,-1,love work
กล้าหาญ,3,0,0,0,0,0,-1,brave
แฟชั่น,3,0,0,0,0,0,-1,fashion
เซอร์แลนด์ ก้าวหน้า,3,0,0,0,0,0,-1,serland progress
มีประสิทธิภาพ,3,0,0,0,0,0,-1,effective
นอร์เวย์,3,0,0,0,0,0,-1,Norway
รักธรรมชาติ,3,0,0,0,0,0,-1,love nature
ปิดกั้น,3,0,0,0,0,0,-1,block
เจรจาต่อรองเก่ง,3,0,0,0,0,0,-1,Good at negotiating
วิ่งระยะไกลเก่ง,3,0,0,0,0,0,-1,Good at long distance running
พูดภาษาสเปน,3,0,0,0,0,0,-1,speak spanish
รักการดื่มชา,3,0,0,0,0,0,-1,love drinking tea
เต้นแทงโก้,3,0,0,0,0,0,-1,Dancing Tango
มองไม่เห็น,3,0,0,0,0,0,-1,Can't see
ลู๊กซิมเบิร์ก,3,0,0,0,0,0,-1,Luke Simberg
เต้นรำ,3,0,0,0,0,0,-1,dance
run long distance well,3,0,0,0,0,0,-1,run long distance well
ชนะ,3,0,0,0,0,0,-1,win
ม่วนซื่น,3,0,0,0,0,0,-1,Have fun
ขี่ม้า,3,0,0,0,0,0,-1,horseback riding
ซูรินาเม,3,0,0,0,0,0,-1,Suriname
ตรงไปตรงมา,3,0,0,0,0,0,-1,Straightforward
สงบ,3,0,0,0,0,0,-1,peaceful
สะอาดสะอ้าน,3,0,0,0,0,0,-1,Spotless
ช่างฝีมือ,3,0,0,0,0,0,-1,craftsman
หาดทราย,3,0,0,0,0,0,-1,sandy beach
กองทัพพม่า,3,0,0,0,0,0,-1,Burmese Army
มังกร,3,0,0,0,0,0,-1,dragon
เก่ง,3,0,0,0,0,0,-1,good
ประชากรมากที่สุดในโลก,3,0,0,0,0,0,-1,The largest population in the world
มุสลิม,3,0,0,0,0,0,-1,Muslim
เฉย ๆ,3,0,0,0,0,0,-1,indifferent
รักแฟชั่น,3,0,0,0,0,0,-1,love fashion
คีลิง น่ารัก,3,0,0,0,0,0,-1,Keeling is cute
รีสอร์ท,3,0,0,0,0,0,-1,Resort
ชอบ k-pop,3,0,0,0,0,0,-1,like k-pop
มาเลเซีย,3,0,0,0,0,0,-1,Malaysia
อาหารทะเลอร่อย,3,0,0,0,0,0,-1,delicious seafood
มองโกล,3,0,0,0,0,0,-1,Mongol
สันติภาพ,3,0,0,0,0,0,-1,peace
เจริญรุ่งเรือง,3,0,0,0,0,0,-1,prosperous
ต่อสู้เพื่ออิสรภาพ,3,0,0,0,0,0,-1,fight for freedom
ชอบเครื่องเทศ,3,0,0,0,0,0,-1,I like spice.
เป็นคนขี้เล่น,3,0,0,0,0,0,-1,I'm a playful person.
วอดก้า,3,0,0,0,0,0,-1,vodka
กินี-บิสเซา,3,0,0,0,0,0,-1,Guinea-Bissau
สวยงาม,3,0,0,0,0,0,-1,beautiful
นักแสดง,3,0,0,0,0,0,-1,actor
เล่นกีฬาหนัก,3,0,0,0,0,0,-1,play heavy sports
แข่งม้า,3,0,0,0,0,0,-1,horse racing
ศาสนา,3,0,0,0,0,0,-1,religion
รักอาหาร,3,0,0,0,0,0,-1,love food
ผู้กล้าหาญ,3,0,0,0,0,0,-1,Brave
อังกฤษ,3,0,0,0,0,0,-1,England
นาฬิกา,3,0,0,0,0,0,-1,clock
กินอาหารไขมันสูง,3,0,0,0,0,0,-1,Eat high-fat foods
น้ำตกวิกตอเรีย,3,0,0,0,0,0,-1,Victoria Falls
ยิ้ม,3,0,0,0,0,0,-1,smile
โคสต์ รักฟุตบอล,3,0,0,0,0,0,-1,Coast Loves Football
รักสุขภาพ,3,0,0,0,0,0,-1,love health
เรียบร้อย,3,0,0,0,0,0,-1,tidy
เงียบสงบ,3,0,0,0,0,0,-1,quiet
ชอบกินแกง,3,0,0,0,0,0,-1,I like to eat curry.
พระพุทธศาสนา,3,0,0,0,0,0,-1,Buddhism
พูดภาษาเหนือ,3,0,0,0,0,0,-1,speak northern language
กินทาโก้,3,0,0,0,0,0,-1,Eat a taco
มีชื่อเสียงจากกีฬาอะไร,3,0,0,0,0,0,-1,What sport is famous for?
อาหารทะเลหลากหลาย,3,0,0,0,0,0,-1,Variety of seafood
กรีก,3,0,0,0,0,0,-1,Greek
นอนหลับ,3,0,0,0,0,0,-1,sleep
ศรัทธา,3,0,0,0,0,0,-1,faith
หลากหลาย,3,0,0,0,0,0,-1,various
อบอุ่น,3,0,0,0,0,0,-1,warm
ชอบทำนา,3,0,0,0,0,0,-1,I like farming.
ครอบครอง,3,0,0,0,0,0,-1,occupy
พูดไทยกลาง,3,0,0,0,0,0,-1,Speak Central Thai
อินคา,3,0,0,0,0,0,-1,Inca
อาหารขึ้นชื่อคือ ปลาร้า,3,0,0,0,0,0,-1,The famous food is fermented fish.
ชอบดื่ม,3,0,0,0,0,0,-1,like to drink
รักการร้องเพลง,3,0,0,0,0,0,-1,love singing
วิ่งเร็ว,3,0,0,0,0,0,-1,run fast
เหนียว,3,0,0,0,0,0,-1,sticky
ม้า,3,0,0,0,0,0,-1,horse
เล่นกระดานโต้คลื่น,3,0,0,0,0,0,-1,surfing
เมือง,3,0,0,0,0,0,-1,city
สาวผมบลอนด์,3,0,0,0,0,0,-1,blonde girl
ปลูกทุเรียน,3,0,0,0,0,0,-1,Planting durian
ฝรั่งเศส ยืน,3,0,0,0,0,0,-1,french standing
แม่นปืน,3,0,0,0,0,0,-1,sharpshooter
กินแกง,3,0,0,0,0,0,-1,Eat curry
มหาสมุทรอินเดีย,3,0,0,0,0,0,-1,Indian Ocean
อ่อนหวาน,3,0,0,0,0,0,-1,mellow
ชอบกินอาหารทะเล,3,0,0,0,0,0,-1,I like to eat seafood.
ตำนาน,3,0,0,0,0,0,-1,legend
สนุกสนาน,3,0,0,0,0,0,-1,fun
ข้าวเหนียว,3,0,0,0,0,0,-1,sticky rice
พูดภาษาสโลวาเกีย,3,0,0,0,0,0,-1,speak slovak
แดง,3,0,0,0,0,0,-1,red
บ้านของภูเขา,3,0,0,0,0,0,-1,house of the mountain
ฝนตก,3,0,0,0,0,0,-1,rain
ชอบดื่มวอดก้า,3,0,0,0,0,0,-1,likes to drink vodka
ใจเย็น,3,0,0,0,0,0,-1,calm
อาหรับ,3,0,0,0,0,0,-1,Arab
ครอบครัว,3,0,0,0,0,0,-1,family
ชอบเล่นกีฬาทางน้ำ,3,0,0,0,0,0,-1,likes to play water sports
ชอบกินข้าวเหนียว,3,0,0,0,0,0,-1,I like to eat sticky rice.
พูดภาษาจีน,3,0,0,0,0,0,-1,speak chinese
หล่อ,3,0,0,0,0,0,-1,handsome
ไต้หวัน,3,0,0,0,0,0,-1,Taiwan
แห้งแล้ง,3,0,0,0,0,0,-1,arid
ใหญ่ที่สุด,3,0,0,0,0,0,-1,biggest
ชอบกิน,3,0,0,0,0,0,-1,like to eat
หนาวเย็น,3,0,0,0,0,0,-1,cold
เป็นคนมีมารยาท,3,0,0,0,0,0,-1,Be a polite person
เผ็ด,3,0,0,0,0,0,-1,spicy
อิสลาม,3,0,0,0,0,0,-1,Islam
อ่อนน้อม,3,0,0,0,0,0,-1,docile
แม่น้ำไนล์,3,0,0,0,0,0,-1,nile river
โคสต์ สง่างาม,3,0,0,0,0,0,-1,Coast elegant
อุดมไปด้วยน้ำมัน,3,0,0,0,0,0,-1,rich in oil
โคสต์ ใจกว้าง,3,0,0,0,0,0,-1,Coast generous
สวรรค์,3,0,0,0,0,0,-1,heaven
รักความสะอาด,3,0,0,0,0,0,-1,love cleanliness
ประเทศไทย,3,0,0,0,0,0,-1,Thailand
พูดภาษาใต้,3,0,0,0,0,0,-1,speak southern language
อุตสาหกรรม,3,0,0,0,0,0,-1,industry
ชอบเล่น,3,0,0,0,0,0,-1,like to play
