Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
tejano,3,0,0,0,0,0,-1,Texan
inocente,3,0,0,0,0,0,-1,innocent
malayo,2,1,0,0,0,0,-0.3333333333,Malay
mujer mexicana,3,0,0,0,0,0,-1,Mexican woman
delincuente,0,0,1,1,1,0,3,offender
sombreros de palma,3,0,0,0,0,0,-1,palm hats
piel morena,2,0,1,0,0,0,0,brown skin
bueno en fútbol,3,0,0,0,0,0,-1,good at soccer
espirituales,3,0,0,0,0,0,-1,spiritual
aborigen,1,0,0,1,1,0,2,aboriginal
multicultural,3,0,0,0,0,0,-1,multicultural
francesa,3,0,0,0,0,0,-1,french
gatos,2,0,1,0,0,0,0,cats
adorables,3,0,0,0,0,0,-1,adorable
difícil de escribir,3,0,0,0,0,0,-1,difficult to write
gorda,0,0,1,0,2,0,3.333333333,fat woman
rígidas,2,1,0,0,0,0,-0.3333333333,rigid
poderosas,3,0,0,0,0,0,-1,powerful
poor,0,0,3,0,0,0,2,poor
caníbales,0,1,2,0,0,0,1.666666667,cannibals
bonita,3,0,0,0,0,0,-1,pretty
refinadas,3,0,0,0,0,0,-1,refined
perfeccionista,3,0,0,0,0,0,-1,perfectionist
celta,2,1,0,0,0,0,-0.3333333333,Celtic
menos ricos,2,0,0,1,0,0,0.3333333333,less rich
viven en el ártico,3,0,0,0,0,0,-1,they live in the arctic
chino,2,0,1,0,0,0,0,Chinese
agua,3,0,0,0,0,0,-1,water
cervecero,2,1,0,0,0,0,-0.3333333333,brewer
bronceadas,3,0,0,0,0,0,-1,tanned
buena música,3,0,0,0,0,0,-1,good music
griego,3,0,0,0,0,0,-1,Greek
buen futbolista,3,0,0,0,0,0,-1,good footballer
jarocho,3,0,0,0,0,0,-1,jarocho
urbano,3,0,0,0,0,0,-1,urban
tequila,3,0,0,0,0,0,-1,tequila
artístico,3,0,0,0,0,0,-1,artistic
les gusta la carne asada,3,0,0,0,0,0,-1,they like roast meat
bailan muy bien,3,0,0,0,0,0,-1,they dance very well
les encanta el fútbol,3,0,0,0,0,0,-1,they love football
honrados,3,0,0,0,0,0,-1,honest
escandalosas,1,1,1,0,0,0,0.6666666667,scandalous
dictador,0,0,1,1,1,0,3,dictator
buena persona,3,0,0,0,0,0,-1,good person
muy pequeños,2,1,0,0,0,0,-0.3333333333,very small
amantes del rugby,3,0,0,0,0,0,-1,rugby lovers
tacaño,0,0,2,1,0,0,2.333333333,mean
tortas ahogadas,3,0,0,0,0,0,-1,drowned tortas
eficiente,3,0,0,0,0,0,-1,efficient
son de querétaro,3,0,0,0,0,0,-1,They are from Querétaro
amable,3,0,0,0,0,0,-1,gentle
hablado en eslovenia,3,0,0,0,0,0,-1,spoken in slovenia
flamenco,3,0,0,0,0,0,-1,Flemish
bravo,3,0,0,0,0,0,-1,Bravo
ruso,3,0,0,0,0,0,-1,Russian
corona,3,0,0,0,0,0,-1,crown
industrioso,3,0,0,0,0,0,-1,industrious
informal,1,1,0,1,0,0,1,informal
lengua oficial,3,0,0,0,0,0,-1,official language
antiguo,3,0,0,0,0,0,-1,ancient
monarquía,2,0,1,0,0,0,0,monarchy
aristocráticas,2,0,1,0,0,0,0,aristocratic
habla indonesio,2,1,0,0,0,0,-0.3333333333,speak indonesian
comen mucho,2,0,1,0,0,0,0,Eat a lot
hablan zapoteco,2,1,0,0,0,0,-0.3333333333,they speak Zapotec
buenos en la cocina,3,0,0,0,0,0,-1,good in the kitchen
descendientes de europeos,3,0,0,0,0,0,-1,descendants of Europeans
opulento,2,1,0,0,0,0,-0.3333333333,opulent
anticuadas,1,1,1,0,0,0,0.6666666667,outdated
emocionales,2,1,0,0,0,0,-0.3333333333,emotional
leales,3,0,0,0,0,0,-1,loyal
mestizo,2,0,0,1,0,0,0.3333333333,half Blood
carnavalero,3,0,0,0,0,0,-1,carnival
fanáticas del futbol,3,0,0,0,0,0,-1,soccer fans
chismosa,0,0,2,0,1,0,2.666666667,gossip
poderoso,3,0,0,0,0,0,-1,powerful
inodoro,3,0,0,0,0,0,-1,lavatory
explosivo,0,1,2,0,0,0,1.666666667,explosive
amantes de la guerra,0,1,0,1,1,0,2.666666667,war lovers
ortodoxo,2,1,0,0,0,0,-0.3333333333,orthodox
realeza,3,0,0,0,0,0,-1,royalty
son nobles,3,0,0,0,0,0,-1,they are noble
turista,3,0,0,0,0,0,-1,tourist
tenían buen humor,3,0,0,0,0,0,-1,they had a good mood
latino,2,0,1,0,0,0,0,Latin
caballeroso,3,0,0,0,0,0,-1,gentlemanly
callado,3,0,0,0,0,0,-1,reserved
rock and roll,3,0,0,0,0,0,-1,Rock And Roll
zapotecas,2,0,1,0,0,0,0,Zapotec
españolas,3,0,0,0,0,0,-1,spanish
antipático,0,1,1,1,0,0,2,unfriendly
habladores,2,0,0,1,0,0,0.3333333333,talkative
trabajadora,3,0,0,0,0,0,-1,worker
inglesas,3,0,0,0,0,0,-1,english
educadas,3,0,0,0,0,0,-1,educated
comen mucho picante,2,1,0,0,0,0,-0.3333333333,they eat a lot of spicy
duro,2,1,0,0,0,0,-0.3333333333,hard
patriota,3,0,0,0,0,0,-1,patriot
good at running,3,0,0,0,0,0,-1,good at running
revolucionario,2,1,0,0,0,0,-0.3333333333,revolutionary
ranchero,2,0,0,1,0,0,0.3333333333,rancher
muslim,2,0,0,0,1,0,0.6666666667,muslim
pais,3,0,0,0,0,0,-1,country
hospitalaria,3,0,0,0,0,0,-1,hospitable
lengua extranjera,3,0,0,0,0,0,-1,foreign language
pintoresco,3,0,0,0,0,0,-1,picturesque
hermosa,3,0,0,0,0,0,-1,beautiful
comida,3,0,0,0,0,0,-1,meal
magiar,3,0,0,0,0,0,-1,Magyar
hospitalario,3,0,0,0,0,0,-1,hospitable
les gusta el té,3,0,0,0,0,0,-1,they like tea
adictos al sol,2,1,0,0,0,0,-0.3333333333,sun addicts
delgada,3,0,0,0,0,0,-1,slim
mediterránea,3,0,0,0,0,0,-1,mediterranean
españoles,3,0,0,0,0,0,-1,Spanish people
mujer,3,0,0,0,0,0,-1,women
ruidosa,0,1,2,0,0,0,1.666666667,noisy
amantes del té,3,0,0,0,0,0,-1,tea lovers
ladrones,0,0,0,2,1,0,3.333333333,thieves
vegetariano,3,0,0,0,0,0,-1,vegetarian
provinciano,2,0,1,0,0,0,0,provincial
ahorradores,3,0,0,0,0,0,-1,savers
guaraníes,2,1,0,0,0,0,-0.3333333333,guaraníes
montañeses,2,0,1,0,0,0,0,mountaineers
surfista,3,0,0,0,0,0,-1,surfer
friolento,1,2,0,0,0,0,0.3333333333,cold
hablan portugués,3,0,0,0,0,0,-1,they speak Portuguese
fresa,2,0,1,0,0,0,0,strawberry
beduino,2,1,0,0,0,0,-0.3333333333,Bedouin
blanco,3,0,0,0,0,0,-1,white
amante de la guerra,0,1,0,1,1,0,2.666666667,war lover
con acento,2,1,0,0,0,0,-0.3333333333,with accent
pensadores,3,0,0,0,0,0,-1,thinkers
aztecas,2,0,1,0,0,0,0,aztecs
serviciales,2,0,0,1,0,0,0.3333333333,helpful
habitantes de la capital,2,1,0,0,0,0,-0.3333333333,inhabitants of the capital
surf,3,0,0,0,0,0,-1,surf
amantes de la filosofía,3,0,0,0,0,0,-1,philosophy lovers
amantes del sol,3,0,0,0,0,0,-1,sun lovers
morelos,3,0,0,0,0,0,-1,morelos
pantalones,3,0,0,0,0,0,-1,pants
habilidosos,3,0,0,0,0,0,-1,skilled
religioso,3,0,0,0,0,0,-1,religious
organizado,3,0,0,0,0,0,-1,organized
burka,2,0,0,1,0,0,0.3333333333,burqa
más cosmopolitas,2,1,0,0,0,0,-0.3333333333,more cosmopolitan
hambriento,0,0,3,0,0,0,2,hungry
aislado,1,2,0,0,0,0,0.3333333333,isolated
terco,0,1,2,0,0,0,1.666666667,stubborn
arrogante,0,0,2,1,0,0,2.333333333,arrogant
neutrales,3,0,0,0,0,0,-1,neutral
frijoles,3,0,0,0,0,0,-1,beans
rich,3,0,0,0,0,0,-1,rich
franco,3,0,0,0,0,0,-1,Frank
hermoso,3,0,0,0,0,0,-1,beautiful
conquistadores,0,0,2,0,1,0,2.666666667,conquerors
maya,2,1,0,0,0,0,-0.3333333333,Maya
puntual,3,0,0,0,0,0,-1,punctual
caucásico,2,1,0,0,0,0,-0.3333333333,Caucasian
árabe,2,0,0,1,0,0,0.3333333333,Arab
amo el mar,3,0,0,0,0,0,-1,I love the sea
tranquilo,3,0,0,0,0,0,-1,don't worry
coreano,2,1,0,0,0,0,-0.3333333333,Korean
pragmático,3,0,0,0,0,0,-1,pragmatic
rock,3,0,0,0,0,0,-1,rock
amantes de la playa,3,0,0,0,0,0,-1,beach lovers
mexicano,2,1,0,0,0,0,-0.3333333333,Mexican
europeo,3,0,0,0,0,0,-1,European
hablan alemán,3,0,0,0,0,0,-1,they speak German
aman el té,3,0,0,0,0,0,-1,they love tea
territoriales,2,1,0,0,0,0,-0.3333333333,territorial
bella,3,0,0,0,0,0,-1,pretty
baguette,3,0,0,0,0,0,-1,baguette
buenos filósofos,3,0,0,0,0,0,-1,good philosophers
amante de la vodka,3,0,0,0,0,0,-1,vodka lover
es un idioma difícil,2,0,1,0,0,0,0,It is a difficult language
piel oscura,2,0,1,0,0,0,0,Dark skin
adinerado,3,0,0,0,0,0,-1,wealthy
noble,3,0,0,0,0,0,-1,noble
divas,1,2,0,0,0,0,0.3333333333,divas
hablan maltés,3,0,0,0,0,0,-1,they speak maltese
frito,3,0,0,0,0,0,-1,fried
intelligent,3,0,0,0,0,0,-1,intelligent
letones,2,1,0,0,0,0,-0.3333333333,latvians
agitadas,3,0,0,0,0,0,-1,agitated
bueno en carreras de fondo,3,0,0,0,0,0,-1,good at long distance running
gitano,1,1,0,1,0,0,1,Gypsy
bailaban bien,3,0,0,0,0,0,-1,they danced well
tenían mal humor,1,2,0,0,0,0,0.3333333333,They were in a bad mood
les gusta el sol,3,0,0,0,0,0,-1,they like the sun
residente,3,0,0,0,0,0,-1,resident
musulmanes,2,0,0,1,0,0,0.3333333333,Muslims
ostentosas,2,0,1,0,0,0,0,ostentatious
cocineras,2,1,0,0,0,0,-0.3333333333,cooks
disciplinado,3,0,0,0,0,0,-1,disciplined
bebedores de whisky,2,1,0,0,0,0,-0.3333333333,whiskey drinkers
serbio,2,1,0,0,0,0,-0.3333333333,Serbian
enano,0,1,1,1,0,0,2,dwarf
filosófico,3,0,0,0,0,0,-1,philosophical
desordenado,0,1,2,0,0,0,1.666666667,messy
ciudadano,3,0,0,0,0,0,-1,citizen
chihuahuas,3,0,0,0,0,0,-1,chihuahuas
largas,3,0,0,0,0,0,-1,long
frías,3,0,0,0,0,0,-1,cold
buenos en ajedrez,3,0,0,0,0,0,-1,good at chess
rubio,3,0,0,0,0,0,-1,blond
pasta,3,0,0,0,0,0,-1,pasta
enigmáticos,3,0,0,0,0,0,-1,enigmatic
tonta,0,0,2,0,1,0,2.666666667,silly
les gusta la comida,3,0,0,0,0,0,-1,They like the food
ambiciosas,0,1,1,1,0,0,2,ambitious
hablan español,3,0,0,0,0,0,-1,They speak Spanish
africano,2,1,0,0,0,0,-0.3333333333,African
colombianas,3,0,0,0,0,0,-1,colombian
innovadores,3,0,0,0,0,0,-1,innovative
salteños,2,1,0,0,0,0,-0.3333333333,salteños
ruidoso,1,1,1,0,0,0,0.6666666667,noisy
aburrido,0,0,3,0,0,0,2,bored
les gusta el reguetón,2,0,0,1,0,0,0.3333333333,they like reggaeton
bebedor,1,0,0,2,0,0,1.666666667,drinker
creole,2,0,1,0,0,0,0,creole
buenos en surf,3,0,0,0,0,0,-1,good at surfing
enojado,0,2,1,0,0,0,1.333333333,angry
es amable,3,0,0,0,0,0,-1,He is friendly
son fríos,3,0,0,0,0,0,-1,they are cold
comer con palillos,2,1,0,0,0,0,-0.3333333333,eat with chopsticks
morena,1,0,1,1,0,0,1.333333333,brunette
inhabitable,2,1,0,0,0,0,-0.3333333333,uninhabitable
aislada,3,0,0,0,0,0,-1,isolated
guineense,2,1,0,0,0,0,-0.3333333333,Guinean
hablan luxemburgués,2,1,0,0,0,0,-0.3333333333,they speak luxembourgish
palestina,2,0,1,0,0,0,0,Palestine
cuna del cristianismo,3,0,0,0,0,0,-1,cradle of christianity
les gusta el vino,3,0,0,0,0,0,-1,they like wine
paraíso tropical,3,0,0,0,0,0,-1,tropical paradise
presumidos,0,2,1,0,0,0,1.333333333,conceited
pirata,1,1,1,0,0,0,0.6666666667,pirate
irlandesa,3,0,0,0,0,0,-1,irish
pequeño país,2,0,1,0,0,0,0,small country
luso,3,0,0,0,0,0,-1,luso
honda,3,0,0,0,0,0,-1,sling
eritreos,3,0,0,0,0,0,-1,eritreans
áspera,1,2,0,0,0,0,0.3333333333,rough
frica,3,0,0,0,0,0,-1,Africa
desierto,3,0,0,0,0,0,-1,desert
jordanos,2,0,1,0,0,0,0,Jordanians
fiable,3,0,0,0,0,0,-1,reliable
festivas,3,0,0,0,0,0,-1,festive
colonia,2,0,0,1,0,0,0.3333333333,cologne
bosnia y herzegovina,2,1,0,0,0,0,-0.3333333333,Bosnia and Herzegovina
sardónico,1,1,0,1,0,0,1,sardonic
guayaquil,3,0,0,0,0,0,-1,guayaquil
lusohablante,2,1,0,0,0,0,-0.3333333333,luso-speaker
pantalones cortos,3,0,0,0,0,0,-1,Shorts
jirafa,3,0,0,0,0,0,-1,giraffe
osos polares,3,0,0,0,0,0,-1,polar bears
fría,3,0,0,0,0,0,-1,cold
malaysianos,2,1,0,0,0,0,-0.3333333333,malaysians
más sofisticada,3,0,0,0,0,0,-1,more sophisticated
bosniaco,2,0,1,0,0,0,0,Bosnian
altiplano,3,0,0,0,0,0,-1,plateau
ugandesos,2,1,0,0,0,0,-0.3333333333,Ugandans
georgiano,2,1,0,0,0,0,-0.3333333333,Georgian
bravos,3,0,0,0,0,0,-1,brave
migraciones,3,0,0,0,0,0,-1,migrations
ugandeses,2,1,0,0,0,0,-0.3333333333,Ugandans
guineo ecuatoguineana,2,1,0,0,0,0,-0.3333333333,equatoguinean banana
antropóloga,3,0,0,0,0,0,-1,anthropologist
paradisíaca,3,0,0,0,0,0,-1,paradisiacal
damasco,2,1,0,0,0,0,-0.3333333333,Damascus
bosniocroata,2,1,0,0,0,0,-0.3333333333,bosnian croatian
frívolo,0,2,1,0,0,0,1.333333333,frivolous
pacifica,3,0,0,0,0,0,-1,peaceful
cuna del vikingo,3,0,0,0,0,0,-1,birthplace of the viking
la cocina internacional,3,0,0,0,0,0,-1,international cuisine
brasilera,3,0,0,0,0,0,-1,brazilian
ambicioso,0,2,1,0,0,0,1.333333333,ambitious
europa del este,2,0,1,0,0,0,0,Eastern Europe
muralla,3,0,0,0,0,0,-1,Wall
cuna del tango,3,0,0,0,0,0,-1,birthplace of tango
adictos al trabajo,1,1,1,0,0,0,0.6666666667,workaholics
amazónica,3,0,0,0,0,0,-1,amazonian
georgia,3,0,0,0,0,0,-1,Georgia
combustible,3,0,0,0,0,0,-1,fuel
mayoritariamente musulmana,3,0,0,0,0,0,-1,mostly muslim
escaladores,3,0,0,0,0,0,-1,climbers
enérgico,3,0,0,0,0,0,-1,energetic
kebab,3,0,0,0,0,0,-1,kebab
migrante,2,1,0,0,0,0,-0.3333333333,migrant
arroz,3,0,0,0,0,0,-1,rice
europa,3,0,0,0,0,0,-1,Europe
rinoceronte,3,0,0,0,0,0,-1,rhinoceros
negra,1,0,1,0,1,0,1.666666667,black
amistosa,3,0,0,0,0,0,-1,friendly
cuna del islam,3,0,0,0,0,0,-1,birthplace of islam
ganda,2,0,1,0,0,0,0,ganda
volcánica,3,0,0,0,0,0,-1,volcanic
áspero,1,2,0,0,0,0,0.3333333333,rough
montañosa,3,0,0,0,0,0,-1,mountainous
moderno,3,0,0,0,0,0,-1,modern
báltica,3,0,0,0,0,0,-1,baltic
afrikaans,2,0,1,0,0,0,0,afrikaans
corredor,3,0,0,0,0,0,-1,runner
pequeña,2,1,0,0,0,0,-0.3333333333,small
escriben con jeroglíficos,2,0,1,0,0,0,0,they write with hieroglyphs
jordaniano,2,1,0,0,0,0,-0.3333333333,Jordanian
ofensivo,0,1,2,0,0,0,1.666666667,offensive
prieta,1,0,0,1,1,0,2,tight
atleta,3,0,0,0,0,0,-1,athlete
ghaneses,2,1,0,0,0,0,-0.3333333333,Ghanaians
arisca,0,2,1,0,0,0,1.333333333,surly
inflamable,3,0,0,0,0,0,-1,flammable
lago,3,0,0,0,0,0,-1,lake
guerra civil,2,1,0,0,0,0,-0.3333333333,civil war
hongkonés,2,1,0,0,0,0,-0.3333333333,Hong Kong
habla finlandés,3,0,0,0,0,0,-1,speaks finnish
africa,3,0,0,0,0,0,-1,Africa
fea,0,0,1,1,1,0,3,ugly
adicto al trabajo,1,1,1,0,0,0,0.6666666667,workaholic
frígida,0,0,2,1,0,0,2.333333333,frigid
smog,2,1,0,0,0,0,-0.3333333333,smog
estratégico,3,0,0,0,0,0,-1,strategic
bosnioherzegovinos,2,1,0,0,0,0,-0.3333333333,bosnianherzegovina
centroamérica,2,1,0,0,0,0,-0.3333333333,Central America
turistica,3,0,0,0,0,0,-1,tour
cuna del hinduismo,3,0,0,0,0,0,-1,birthplace of hinduism
plácida,3,0,0,0,0,0,-1,placid
norteños,2,1,0,0,0,0,-0.3333333333,northerners
le encanta el fútbol,3,0,0,0,0,0,-1,he loves football
sushi,3,0,0,0,0,0,-1,sushi
país de europa,3,0,0,0,0,0,-1,country of europe
escriben con ideogramas,2,1,0,0,0,0,-0.3333333333,they write with ideograms
brasil,3,0,0,0,0,0,-1,Brazil
turística,3,0,0,0,0,0,-1,tour
místico,3,0,0,0,0,0,-1,mystical
12 días,3,0,0,0,0,0,-1,12 days
américa del sur,2,1,0,0,0,0,-0.3333333333,South America
judío,2,0,0,0,1,0,0.6666666667,Jew
filósofo,3,0,0,0,0,0,-1,philosopher
sofisticados,3,0,0,0,0,0,-1,sophisticated
nativas,2,0,1,0,0,0,0,native
sandstorm,3,0,0,0,0,0,-1,sandstorm
liberales,2,1,0,0,0,0,-0.3333333333,liberals
hippy,2,0,0,1,0,0,0.3333333333,hippy
nigeriano,2,0,1,0,0,0,0,Nigerian
18th century,3,0,0,0,0,0,-1,18th century
valeroso,3,0,0,0,0,0,-1,brave
sudeste asiático,2,1,0,0,0,0,-0.3333333333,Southeast Asian
alcohólica,0,0,2,0,1,0,2.666666667,alcoholic
slovenian,3,0,0,0,0,0,-1,slovenian
ucraniano,2,1,0,0,0,0,-0.3333333333,Ukrainian
800 metros,3,0,0,0,0,0,-1,800 meters
ladradores,2,0,1,0,0,0,0,barkers
inglaterra,3,0,0,0,0,0,-1,England
guayaquileña,3,0,0,0,0,0,-1,guayaquileña
ucraniana,3,0,0,0,0,0,-1,ukrainian
ugandéses,2,1,0,0,0,0,-0.3333333333,Ugandans
sari,3,0,0,0,0,0,-1,sari
habla portugués,3,0,0,0,0,0,-1,speaks Portuguese
latinoamericano,2,1,0,0,0,0,-0.3333333333,Latin American
ostentosa,2,0,1,0,0,0,0,ostentatious
hablan italiano,3,0,0,0,0,0,-1,they speak italian
corredores,3,0,0,0,0,0,-1,runners
comen pasta,3,0,0,0,0,0,-1,they eat pasta
cuna de la civilización armenia,3,0,0,0,0,0,-1,cradle of Armenian civilization
respetuosa,3,0,0,0,0,0,-1,respectful
américa central,2,1,0,0,0,0,-0.3333333333,central America
clima frío,3,0,0,0,0,0,-1,Cold weather
adicto,0,1,1,0,1,0,2.333333333,addicted
venezolana es una persona de venezuela,3,0,0,0,0,0,-1,Venezuelan is a person from Venezuela
mineros,3,0,0,0,0,0,-1,miners
amantes del karaoke,3,0,0,0,0,0,-1,karaoke lovers
vergonzosa,1,2,0,0,0,0,0.3333333333,embarrassing
histórica,3,0,0,0,0,0,-1,historical
esbelto,3,0,0,0,0,0,-1,slender
otaku,1,1,0,1,0,0,1,otaku
emperatriz,3,0,0,0,0,0,-1,empress
tecnología,3,0,0,0,0,0,-1,technology
ocupados,3,0,0,0,0,0,-1,busy
hutu,2,0,1,0,0,0,0,Hutu
sudeste de áfrica,2,0,1,0,0,0,0,southeast africa
multirracial,3,0,0,0,0,0,-1,multiracial
esclava,2,0,0,0,1,0,0.6666666667,slave
impuntuales,1,1,0,1,0,0,1,unpunctual
damascus,2,1,0,0,0,0,-0.3333333333,damascus
multiculturalismo,3,0,0,0,0,0,-1,multiculturalism
misteriosa,3,0,0,0,0,0,-1,mysterious
peligrosa,1,0,1,0,1,0,1.666666667,dangerous
mayoritariamente católicos,3,0,0,0,0,0,-1,mostly Catholic
guerrera,3,0,0,0,0,0,-1,warrior
rasta,2,0,1,0,0,0,0,rasta
tropical,3,0,0,0,0,0,-1,tropical
londres,3,0,0,0,0,0,-1,London
mayoritariamente musulmanes,3,0,0,0,0,0,-1,mostly muslims
elefante,3,0,0,0,0,0,-1,elephant
guerra,3,0,0,0,0,0,-1,war
miedo,3,0,0,0,0,0,-1,fear
buenos aires,3,0,0,0,0,0,-1,Buenos Aires
relojero,3,0,0,0,0,0,-1,watchmaker
ghanés,2,1,0,0,0,0,-0.3333333333,Ghanaian
llanura,3,0,0,0,0,0,-1,plain
tensa,1,2,0,0,0,0,0.3333333333,tense
arbolito,3,0,0,0,0,0,-1,little tree
cuna de la civilización serbia,3,0,0,0,0,0,-1,cradle of Serbian civilization
frígido,0,0,2,1,0,0,2.333333333,frigid
limpio,3,0,0,0,0,0,-1,clean
surfero,3,0,0,0,0,0,-1,surfer
armenios,3,0,0,0,0,0,-1,Armenians
instrumento musical,3,0,0,0,0,0,-1,musical instrument
trópico,3,0,0,0,0,0,-1,tropic
frio,2,0,1,0,0,0,0,cold
mística,3,0,0,0,0,0,-1,mysticism
coloridas,3,0,0,0,0,0,-1,colorful
alcohólico,0,0,2,0,1,0,2.666666667,alcoholic
sloveno,3,0,0,0,0,0,-1,Slovenian
es de guatemala,2,1,0,0,0,0,-0.3333333333,it is from Guatemala
estresados,1,1,1,0,0,0,0.6666666667,stressed
oceánico,3,0,0,0,0,0,-1,oceanic
navideñas,3,0,0,0,0,0,-1,christmas
centroamerica,3,0,0,0,0,0,-1,Central America
espiritualidad,3,0,0,0,0,0,-1,spirituality
gas,3,0,0,0,0,0,-1,gas
costa rica,3,0,0,0,0,0,-1,Costa Rica
paraíso,3,0,0,0,0,0,-1,paradise
afortunado,3,0,0,0,0,0,-1,lucky
deshabitada,3,0,0,0,0,0,-1,uninhabited
combatiente,3,0,0,0,0,0,-1,fighter
bosnia,2,1,0,0,0,0,-0.3333333333,bosnia
turismo,3,0,0,0,0,0,-1,tourism
perros pequeños,3,0,0,0,0,0,-1,small dogs
ugandés,2,1,0,0,0,0,-0.3333333333,Ugandan
sudeste de europa,2,1,0,0,0,0,-0.3333333333,southeast europe
español,3,0,0,0,0,0,-1,Spanish
genocidio,1,0,0,1,1,0,2,genocide
oceánica,3,0,0,0,0,0,-1,oceanic
vaquero,3,0,0,0,0,0,-1,cowboy
pampa,3,0,0,0,0,0,-1,pampas
indonesiano,2,1,0,0,0,0,-0.3333333333,Indonesian
sunami,3,0,0,0,0,0,-1,tsunami
scandinavia,3,0,0,0,0,0,-1,scandinavia
volcánico,3,0,0,0,0,0,-1,volcanic
multilingüe,3,0,0,0,0,0,-1,multilingual
boliviano,2,1,0,0,0,0,-0.3333333333,Bolivian
cuna de la civilización,3,0,0,0,0,0,-1,cradle of civilization
remota,3,0,0,0,0,0,-1,remote
cafetera,3,0,0,0,0,0,-1,coffee maker
portugal,3,0,0,0,0,0,-1,Portugal
realista,3,0,0,0,0,0,-1,realistic
hongkoneses,2,1,0,0,0,0,-0.3333333333,Hongkongers
áfrica,3,0,0,0,0,0,-1,Africa
ruandés,2,1,0,0,0,0,-0.3333333333,Rwandan
diosa,3,0,0,0,0,0,-1,goddess
australia,3,0,0,0,0,0,-1,Australia
romántica,3,0,0,0,0,0,-1,romantic
somalíes,2,1,0,0,0,0,-0.3333333333,somalis
rígida,1,2,0,0,0,0,0.3333333333,rigid
carioca,3,0,0,0,0,0,-1,carioca
equatorial guinea,2,1,0,0,0,0,-0.3333333333,equatorial guinea
fluente,3,0,0,0,0,0,-1,flowing
mauritanos,2,1,0,0,0,0,-0.3333333333,Mauritanians
amazónico,3,0,0,0,0,0,-1,Amazonian
californiano,3,0,0,0,0,0,-1,Californian
aliados,3,0,0,0,0,0,-1,allies
apasionada,3,0,0,0,0,0,-1,passionate
playas paradisíacas,3,0,0,0,0,0,-1,Paradise beaches
villancico,3,0,0,0,0,0,-1,carol
bosnio-croata,2,1,0,0,0,0,-0.3333333333,bosnian-croat
habla italiano,3,0,0,0,0,0,-1,speaks Italian
lingüista,3,0,0,0,0,0,-1,linguist
paisa,2,1,0,0,0,0,-0.3333333333,country
húngaro,3,0,0,0,0,0,-1,Hungarian
ardiente,3,0,0,0,0,0,-1,burning
caribeña,3,0,0,0,0,0,-1,Caribbean
ararat,3,0,0,0,0,0,-1,ararat
palestinos,2,0,0,1,0,0,0.3333333333,Palestinians
