Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
gordo,0,1,1,0,1,0,2.333333333,fat
exótico,2,0,1,0,0,0,0,exotic
agresivo,0,0,1,0,2,0,3.333333333,aggressive
diverso,3,0,0,0,0,0,-1,diverse
buenos en vela,2,1,0,0,0,0,-0.3333333333,good at sailing
comen cocido,2,0,1,0,0,0,0,they eat cooked
tango,3,0,0,0,0,0,-1,tango
monje,2,0,1,0,0,0,0,monk
hablan portugués,3,0,0,0,0,0,-1,they speak Portuguese
individualista,0,1,0,2,0,0,2.333333333,individualistic
inodoro,1,1,0,0,1,0,1.333333333,lavatory
buenos montañeros,3,0,0,0,0,0,-1,good mountaineers
volcánico,3,0,0,0,0,0,-1,volcanic
trabajadora,3,0,0,0,0,0,-1,worker
tulipanes,3,0,0,0,0,0,-1,tulips
filosófico,2,1,0,0,0,0,-0.3333333333,philosophical
manchego,3,0,0,0,0,0,-1,manchego
galo,3,0,0,0,0,0,-1,Gallic
más hablado,3,0,0,0,0,0,-1,most spoken
hablan danés,3,0,0,0,0,0,-1,they speak danish
vanidosos,0,0,1,1,1,0,3,vain
corrupto,0,0,0,0,3,0,4,corrupt
engreída,0,0,0,1,2,0,3.666666667,conceited
bulliciosas,1,1,0,0,1,0,1.333333333,bustling
tenían buen sentido del humor,3,0,0,0,0,0,-1,They had a good sense of humor
buenos en cocina,3,0,0,0,0,0,-1,good in cooking
comen kebab,2,0,1,0,0,0,0,they eat kebab
beduino,2,0,0,0,1,0,0.6666666667,Bedouin
cantante,2,1,0,0,0,0,-0.3333333333,singer
acogedora,3,0,0,0,0,0,-1,cozy
euskalduna,3,0,0,0,0,0,-1,basque
come baguettes,2,0,1,0,0,0,0,eat baguettes
comen jamón ibérico,2,0,1,0,0,0,0,they eat Iberian ham
sidra,2,0,0,1,0,0,0.3333333333,cider
muy ruidosos,0,2,0,0,1,0,2,very noisy
narcotraficante,0,0,0,0,3,0,4,drug dealer
capitalistas,0,1,1,0,1,0,2.333333333,capitalists
flamenco,2,1,0,0,0,0,-0.3333333333,Flemish
superficiales,0,1,1,0,1,0,2.333333333,superficial
peleones,0,1,1,0,1,0,2.333333333,quarrelsome
tonta,0,0,0,2,1,0,3.333333333,silly
habla valenciano,3,0,0,0,0,0,-1,speaks valencian
indigenista,3,0,0,0,0,0,-1,Indigenist
folclore,3,0,0,0,0,0,-1,folklore
norte,3,0,0,0,0,0,-1,north
preciso,3,0,0,0,0,0,-1,accurate
ovejas,1,1,0,1,0,0,1,sheep
hablado en nepal,3,0,0,0,0,0,-1,spoken in nepal
región,3,0,0,0,0,0,-1,region
bueno en fútbol,2,1,0,0,0,0,-0.3333333333,good at soccer
idioma universal,3,0,0,0,0,0,-1,Universal language
bailaban flamenco,2,1,0,0,0,0,-0.3333333333,they danced flamenco
gracioso,3,0,0,0,0,0,-1,funny
beligerante,0,0,1,0,2,0,3.333333333,belligerent
vago,0,0,1,1,1,0,3,lazy
buena salsa,3,0,0,0,0,0,-1,good sauce
pensadores,3,0,0,0,0,0,-1,thinkers
amable,3,0,0,0,0,0,-1,gentle
les gusta la sidra,2,0,0,1,0,0,0.3333333333,they like cider
montañeses,3,0,0,0,0,0,-1,mountaineers
brasileño,3,0,0,0,0,0,-1,Brazilian
vive en la montaña,3,0,0,0,0,0,-1,lives in the mountains
genocida,0,0,0,0,3,0,4,genocidal
lengua oficial,3,0,0,0,0,0,-1,official language
bonito,3,0,0,0,0,0,-1,pretty
intelectuales,3,0,0,0,0,0,-1,intellectuals
sabrosas,3,0,0,0,0,0,-1,tasty
les gusta la comida rápida,2,0,0,1,0,0,0.3333333333,they like fast food
aburrido,0,2,0,0,1,0,2,bored
mandarín,3,0,0,0,0,0,-1,Mandarin
nacionalista,0,3,0,0,0,0,1,nationalist
melancólico,2,0,1,0,0,0,0,melancholic
montañera,3,0,0,0,0,0,-1,mountaineer
rica,2,1,0,0,0,0,-0.3333333333,delicious
flamenca,2,1,0,0,0,0,-0.3333333333,flamenco
introvertido,2,0,1,0,0,0,0,introvert
paradisíaco,3,0,0,0,0,0,-1,heavenly
timoratos,1,0,1,1,0,0,1.333333333,timid
independiente,2,1,0,0,0,0,-0.3333333333,independent
chino,3,0,0,0,0,0,-1,Chinese
pájaro,2,0,0,1,0,0,0.3333333333,bird
bebedores de sidra,1,1,0,0,1,0,1.333333333,cider drinkers
zaragozanos,3,0,0,0,0,0,-1,zaragozanos
refinado,1,1,1,0,0,0,0.6666666667,refined
fácil,2,0,1,0,0,0,0,easy
obesas,0,1,1,0,1,0,2.333333333,obese
conservador,1,1,1,0,0,0,0.6666666667,conservative
bailaor,2,1,0,0,0,0,-0.3333333333,flamenco dancer
guaraníes,3,0,0,0,0,0,-1,guaraníes
meticuloso,1,2,0,0,0,0,0.3333333333,meticulous
barbudo,2,0,0,1,0,0,0.3333333333,bearded
les gusta la comida,2,0,1,0,0,0,0,They like the food
toro,2,0,1,0,0,0,0,bull
love,3,0,0,0,0,0,-1,sees it
romántico,2,1,0,0,0,0,-0.3333333333,Romantic
feministas,2,1,0,0,0,0,-0.3333333333,feminists
ama el futbol,2,1,0,0,0,0,-0.3333333333,loves football
come pasta,2,0,1,0,0,0,0,eat pasta
bajito,0,2,0,1,0,0,1.666666667,short
emprendedoras,3,0,0,0,0,0,-1,entrepreneurs
buenas en carreras de fondo,2,1,0,0,0,0,-0.3333333333,good at long distance races
comían mucho,1,1,0,1,0,0,1,they ate a lot
hablante,2,0,1,0,0,0,0,speaker
tradicional,1,1,1,0,0,0,0.6666666667,traditional
tradicionales,1,1,1,0,0,0,0.6666666667,traditional
les gusta el sol,2,0,1,0,0,0,0,they like the sun
extrovertido,2,0,1,0,0,0,0,outgoing
es un pueblo,2,1,0,0,0,0,-0.3333333333,it is a village
amante de la moda,2,1,0,0,0,0,-0.3333333333,fashion lover
luchadora,2,0,1,0,0,0,0,fighter
tranquilo,1,2,0,0,0,0,0.3333333333,don't worry
mujeres,3,0,0,0,0,0,-1,women
baguette,2,0,1,0,0,0,0,baguette
hablado en todo el mundo,3,0,0,0,0,0,-1,spoken all over the world
hablan gallego,3,0,0,0,0,0,-1,they speak Galician
intrépidas,2,1,0,0,0,0,-0.3333333333,fearless
espiritual,2,1,0,0,0,0,-0.3333333333,spiritual
comunidad autónoma,3,0,0,0,0,0,-1,autonomous community
isla,3,0,0,0,0,0,-1,island
tropicales,3,0,0,0,0,0,-1,tropical
buenos filósofos,2,1,0,0,0,0,-0.3333333333,good philosophers
carnaval,2,1,0,0,0,0,-0.3333333333,carnival
buen nadador,2,1,0,0,0,0,-0.3333333333,good swimmer
conquistadores,1,0,1,1,0,0,1.333333333,conquerors
ave,3,0,0,0,0,0,-1,bird
saladas,2,0,1,0,0,0,0,salty
medievales,2,0,0,1,0,0,0.3333333333,medieval
castizas,3,0,0,0,0,0,-1,castizas
sin cola,2,0,0,0,1,0,0.6666666667,tailless
insulares,3,0,0,0,0,0,-1,insular
región española,3,0,0,0,0,0,-1,spanish region
autónomo,2,1,0,0,0,0,-0.3333333333,autonomous
tacaño,0,0,1,1,1,0,3,mean
toledanas,3,0,0,0,0,0,-1,Toledo
obediente,2,0,1,0,0,0,0,obedient
buenos en toreo,2,0,1,0,0,0,0,good at bullfighting
hablan inglés,3,0,0,0,0,0,-1,they speak English
orgulloso,0,1,1,1,0,0,2,proud
británico,3,0,0,0,0,0,-1,British
es una comunidad autónoma de españa,3,0,0,0,0,0,-1,It is an autonomous community of Spain
cabra,1,0,2,0,0,0,1,goat
surfista,2,1,0,0,0,0,-0.3333333333,surfer
aman el whisky,1,1,0,0,1,0,1.333333333,they love whiskey
pasta,2,0,1,0,0,0,0,pasta
delincuente,0,0,0,0,3,0,4,offender
guineano,3,0,0,0,0,0,-1,Guinean
malayo,3,0,0,0,0,0,-1,Malay
clima cálido,3,0,0,0,0,0,-1,warm weather
directo,2,0,1,0,0,0,0,straight
alegre,3,0,0,0,0,0,-1,cheerful
chocolate,2,1,0,0,0,0,-0.3333333333,chocolate
ganaderos,2,0,1,0,0,0,0,ranchers
cerdos,0,0,0,2,1,0,3.333333333,pigs
aman el té,2,0,1,0,0,0,0,they love tea
rápido,2,1,0,0,0,0,-0.3333333333,fast
faraón,2,1,0,0,0,0,-0.3333333333,Pharaoh
cuna del euskera,3,0,0,0,0,0,-1,birthplace of Basque
cantan,2,1,0,0,0,0,-0.3333333333,they sing
amante de la pasta,2,0,1,0,0,0,0,pasta lover
bailan muy bien,3,0,0,0,0,0,-1,they dance very well
menos poblados,3,0,0,0,0,0,-1,less populated
tórrida,3,0,0,0,0,0,-1,torrid
buenos en béisbol,2,1,0,0,0,0,-0.3333333333,good at baseball
pintoresco,1,1,0,1,0,0,1,picturesque
amantes de la filosofía,2,0,1,0,0,0,0,philosophy lovers
hambriento,1,1,0,0,1,0,1.333333333,hungry
león,3,0,0,0,0,0,-1,lion
buenos bailarines,2,1,0,0,0,0,-0.3333333333,good dancers
good at running,2,0,1,0,0,0,0,good at running
disciplinado,2,1,0,0,0,0,-0.3333333333,disciplined
nasal,2,0,0,1,0,0,0.3333333333,nasal
futbolero,2,0,1,0,0,0,0,soccer fan
ahorradores,2,0,0,1,0,0,0.3333333333,savers
torero,2,0,1,0,0,0,0,bullfighter
ruidosa,0,2,0,0,1,0,2,noisy
ama la paella,2,0,1,0,0,0,0,loves paella
adinerado,1,1,1,0,0,0,0.6666666667,wealthy
les gusta el ron,1,1,0,0,1,0,1.333333333,they like rum
maya,3,0,0,0,0,0,-1,Maya
intelligent,3,0,0,0,0,0,-1,intelligent
conquistador,0,1,1,1,0,0,2,conqueror
bueno en matemáticas,2,0,1,0,0,0,0,good at math
comen paella,2,0,1,0,0,0,0,they eat paella
opio,0,0,0,1,2,0,3.666666667,opium
político,3,0,0,0,0,0,-1,political
extremas,1,1,0,0,1,0,1.333333333,extreme
muslim,2,0,1,0,0,0,0,muslim
gorda,0,0,1,1,1,0,3,fat woman
incivilizados,0,0,0,1,2,0,3.666666667,uncivilized
amo el vino,1,1,0,0,1,0,1.333333333,I love wine
frío,1,0,1,1,0,0,1.333333333,cold
aventurera,2,1,0,0,0,0,-0.3333333333,adventuress
asiático,3,0,0,0,0,0,-1,Asian
ignorantes,0,0,0,2,1,0,3.333333333,ignorant
extremista,0,0,0,2,1,0,3.333333333,extremist
hablan catalán,3,0,0,0,0,0,-1,they speak catalan
buenos en baloncesto,2,0,1,0,0,0,0,good at basketball
buenos ingenieros,2,1,0,0,0,0,-0.3333333333,good engineers
creativas,3,0,0,0,0,0,-1,creative
les gusta el rugby,2,1,0,0,0,0,-0.3333333333,they like rugby
adorables,3,0,0,0,0,0,-1,adorable
cocina,3,0,0,0,0,0,-1,kitchen
buenos cantantes,2,1,0,0,0,0,-0.3333333333,Good singers
buenas en paellas,2,0,1,0,0,0,0,good in paellas
buenos en escalada,2,1,0,0,0,0,-0.3333333333,good at climbing
hablan maltés,3,0,0,0,0,0,-1,they speak maltese
torpe,0,0,2,0,1,0,2.666666667,clumsy
andino,3,0,0,0,0,0,-1,Andean
hablantes de portugués,3,0,0,0,0,0,-1,Portuguese speakers
habla catalán,3,0,0,0,0,0,-1,speaks catalan
futbolista,2,0,1,0,0,0,0,soccer player
amante de la montaña,3,0,0,0,0,0,-1,mountain lover
hermoso,3,0,0,0,0,0,-1,beautiful
buenos cocineros,3,0,0,0,0,0,-1,good cooks
perro,0,1,0,1,1,0,2.666666667,dog
estúpidas,0,0,0,1,2,0,3.666666667,stupid
músico,3,0,0,0,0,0,-1,musician
polite,2,0,0,0,0,1,-0.6666666667,polite
comen asado,2,1,0,0,0,0,-0.3333333333,they eat roast
pobreza,2,0,0,0,1,0,0.6666666667,poverty
les gusta el vino,1,1,0,0,1,0,1.333333333,they like wine
mediterráneo,3,0,0,0,0,0,-1,Mediterranean
aborigines,3,0,0,0,0,0,-1,aborigines
bebedores de whisky,1,1,0,0,1,0,1.333333333,whiskey drinkers
morena,2,0,1,0,0,0,0,brunette
inteligente,3,0,0,0,0,0,-1,intelligent
paella,1,0,2,0,0,0,1,Paella
más difícil,2,0,0,1,0,0,0.3333333333,more difficult
les gusta el flamenco,2,0,1,0,0,0,0,they like flamenco
letones,3,0,0,0,0,0,-1,latvians
vegetariano,2,1,0,0,0,0,-0.3333333333,vegetarian
consumistas,0,1,1,0,1,0,2.333333333,consumerists
pescador,3,0,0,0,0,0,-1,fisherman
báltico,3,0,0,0,0,0,-1,Baltic
buenos navegantes,3,0,0,0,0,0,-1,good sailors
buenos gimnastas,2,1,0,0,0,0,-0.3333333333,good gymnasts
incoloro,3,0,0,0,0,0,-1,colorless
belicoso,0,0,0,2,1,0,3.333333333,bellicose
cerrados,0,0,2,0,1,0,2.666666667,closed
leales,3,0,0,0,0,0,-1,loyal
cuna del vino,2,0,0,0,1,0,0.6666666667,birthplace of wine
básico,0,1,1,1,0,0,2,essential
coreano,3,0,0,0,0,0,-1,Korean
aceitunas,2,1,0,0,0,0,-0.3333333333,olives
soy alegre,3,0,0,0,0,0,-1,I am happy
juguetones,2,0,1,0,0,0,0,playful
ladrones,0,0,0,0,3,0,4,thieves
brava,1,0,1,1,0,0,1.333333333,brave
solidario,3,0,0,0,0,0,-1,solidary
hablante nativo,3,0,0,0,0,0,-1,native speaker
sensual,2,1,0,0,0,0,-0.3333333333,sensual
dulce,3,0,0,0,0,0,-1,sweet
montañoso,3,0,0,0,0,0,-1,mountainous
caliente,2,0,1,0,0,0,0,hot
duro,0,1,1,0,1,0,2.333333333,hard
granjeros,2,0,1,0,0,0,0,Farmers
buenos paellas,2,0,1,0,0,0,0,good paellas
testarudo,0,1,1,0,1,0,2.333333333,strong headed
un idioma,3,0,0,0,0,0,-1,a language
puntual,3,0,0,0,0,0,-1,punctual
maratonista,1,2,0,0,0,0,0.3333333333,marathoner
hablan español,3,0,0,0,0,0,-1,They speak Spanish
fumador,1,1,0,0,1,0,1.333333333,smoker
esquiadores,3,0,0,0,0,0,-1,skiers
buenos en fórmula 1,2,1,0,0,0,0,-0.3333333333,good at formula 1
mendocino,3,0,0,0,0,0,-1,mendocino
montañero,2,1,0,0,0,0,-0.3333333333,mountaineer
recias,1,1,0,0,1,0,1.333333333,strong
viven en el hemisferio sur,3,0,0,0,0,0,-1,they live in the southern hemisphere
amante del futbol,2,0,1,0,0,0,0,soccer lover
totalitario,0,0,0,0,3,0,4,totalitarian
bueno en rugby,2,0,1,0,0,0,0,good at rugby
intolerante,0,0,0,1,2,0,3.666666667,intolerant
alcohólico,0,0,1,0,2,0,3.333333333,alcoholic
frijoles,2,1,0,0,0,0,-0.3333333333,beans
cerrado,0,1,1,1,0,0,2,closed
sabio,3,0,0,0,0,0,-1,sage
turística,3,0,0,0,0,0,-1,tour
persa,3,0,0,0,0,0,-1,Persian
tolerante,3,0,0,0,0,0,-1,tolerant
pacífico,3,0,0,0,0,0,-1,peaceful
serio,2,0,0,1,0,0,0.3333333333,Serious
aristócrata,2,1,0,0,0,0,-0.3333333333,aristocrat
silencioso,2,0,0,1,0,0,0.3333333333,silent
arrogante,0,0,0,1,2,0,3.666666667,arrogant
mar,3,0,0,0,0,0,-1,sea
más amables,3,0,0,0,0,0,-1,more kind
ortodoxo,2,0,1,0,0,0,0,orthodox
comen pasta,2,0,1,0,0,0,0,they eat pasta
palestina,3,0,0,0,0,0,-1,Palestine
mística,3,0,0,0,0,0,-1,mysticism
judío,3,0,0,0,0,0,-1,Jew
cuna de la revolución francesa,3,0,0,0,0,0,-1,cradle of the french revolution
oceánico,3,0,0,0,0,0,-1,oceanic
apasionada,3,0,0,0,0,0,-1,passionate
slovenian,3,0,0,0,0,0,-1,slovenian
buenos aires,3,0,0,0,0,0,-1,Buenos Aires
instrumento musical,3,0,0,0,0,0,-1,musical instrument
misteriosa,1,2,0,0,0,0,0.3333333333,mysterious
pequeña,0,3,0,0,0,0,1,small
pequeño país,1,2,0,0,0,0,0.3333333333,small country
jordanos,3,0,0,0,0,0,-1,Jordanians
burgués,2,0,1,0,0,0,0,bourgeois
pirata,0,0,2,0,1,0,2.666666667,pirate
brasilero,3,0,0,0,0,0,-1,brazilian
tropical,3,0,0,0,0,0,-1,tropical
festivas,2,1,0,0,0,0,-0.3333333333,festive
bulliciosos,2,0,1,0,0,0,0,boisterous
nigeriano,3,0,0,0,0,0,-1,Nigerian
buenos mineros,3,0,0,0,0,0,-1,good miners
ugandéses,3,0,0,0,0,0,-1,Ugandans
otaku,2,0,1,0,0,0,0,otaku
romántica,3,0,0,0,0,0,-1,romantic
europa del este,3,0,0,0,0,0,-1,Eastern Europe
cuna de la civilización armenia,3,0,0,0,0,0,-1,cradle of Armenian civilization
frívolo,0,0,1,2,0,0,2.666666667,frivolous
ostentosa,1,1,1,0,0,0,0.6666666667,ostentatious
frígida,0,2,0,1,0,0,1.666666667,frigid
alcohólica,0,0,1,1,1,0,3,alcoholic
atleta,3,0,0,0,0,0,-1,athlete
amazónica,3,0,0,0,0,0,-1,amazonian
ghanés,3,0,0,0,0,0,-1,Ghanaian
playas paradisíacas,3,0,0,0,0,0,-1,Paradise beaches
emperatriz,3,0,0,0,0,0,-1,empress
vivieron en francia,3,0,0,0,0,0,-1,they lived in france
báltica,3,0,0,0,0,0,-1,baltic
ucraniana,3,0,0,0,0,0,-1,ukrainian
12 días,3,0,0,0,0,0,-1,12 days
espiritualidad,2,1,0,0,0,0,-0.3333333333,spirituality
lusitana,3,0,0,0,0,0,-1,Lusitanian
36.000 habitantes,3,0,0,0,0,0,-1,"36,000 inhabitants"
hongkonés,3,0,0,0,0,0,-1,Hong Kong
ruandés,3,0,0,0,0,0,-1,Rwandan
combatiente,1,1,1,0,0,0,0.6666666667,fighter
damas,3,0,0,0,0,0,-1,ladies
guineense,3,0,0,0,0,0,-1,Guinean
pantalones cortos,2,1,0,0,0,0,-0.3333333333,Shorts
les gusta la moda,3,0,0,0,0,0,-1,they like fashion
poderoso,2,1,0,0,0,0,-0.3333333333,powerful
áspero,0,2,0,1,0,0,1.666666667,rough
frívola,0,1,0,1,1,0,2.666666667,frivolous
mayoritariamente católicos,2,0,1,0,0,0,0,mostly Catholic
oceánica,3,0,0,0,0,0,-1,oceanic
áfrica,3,0,0,0,0,0,-1,Africa
maltsa,3,0,0,0,0,0,-1,maltsa
adicto al trabajo,0,2,1,0,0,0,1.333333333,workaholic
paisa,3,0,0,0,0,0,-1,country
cuna del hinduismo,3,0,0,0,0,0,-1,birthplace of hinduism
georgiano,3,0,0,0,0,0,-1,Georgian
hongkoneses,3,0,0,0,0,0,-1,Hongkongers
villancico,3,0,0,0,0,0,-1,carol
jirafa,1,1,1,0,0,0,0.6666666667,giraffe
paraíso,3,0,0,0,0,0,-1,paradise
les encantan los mariscos,2,1,0,0,0,0,-0.3333333333,they love seafood
chismosa,1,1,0,1,0,0,1,gossip
corredores,2,0,1,0,0,0,0,runners
país soberano,3,0,0,0,0,0,-1,sovereign country
costa rica,3,0,0,0,0,0,-1,Costa Rica
buenos agricultores,3,0,0,0,0,0,-1,good farmers
guerra civil,1,1,0,0,1,0,1.333333333,civil war
escriben con ideogramas,3,0,0,0,0,0,-1,they write with ideograms
ghaneses,3,0,0,0,0,0,-1,Ghanaians
altiplano,3,0,0,0,0,0,-1,plateau
18th century,3,0,0,0,0,0,-1,18th century
culta,3,0,0,0,0,0,-1,cultured
hablado en portugal,3,0,0,0,0,0,-1,spoken in portugal
adicto,0,0,1,2,0,0,2.666666667,addicted
clima frío,3,0,0,0,0,0,-1,Cold weather
damascus,3,0,0,0,0,0,-1,damascus
nativas,3,0,0,0,0,0,-1,native
paraíso tropical,3,0,0,0,0,0,-1,tropical paradise
bosnio-croata,3,0,0,0,0,0,-1,bosnian-croat
cuna del vikingo,3,0,0,0,0,0,-1,birthplace of the viking
país de europa,3,0,0,0,0,0,-1,country of europe
navideñas,3,0,0,0,0,0,-1,christmas
palestinos,3,0,0,0,0,0,-1,Palestinians
spanish,3,0,0,0,0,0,-1,spanish
cuna de la civilización,3,0,0,0,0,0,-1,cradle of civilization
ibérica,3,0,0,0,0,0,-1,iberian
amistosa,3,0,0,0,0,0,-1,friendly
vergonzosa,1,1,1,0,0,0,0.6666666667,embarrassing
arroz,2,0,1,0,0,0,0,rice
rinoceronte,3,0,0,0,0,0,-1,rhinoceros
mayoritariamente musulmana,2,1,0,0,0,0,-0.3333333333,mostly muslim
fiable,3,0,0,0,0,0,-1,reliable
colonia,3,0,0,0,0,0,-1,cologne
ofensivo,1,1,0,1,0,0,1,offensive
multilingüe,3,0,0,0,0,0,-1,multilingual
practica,3,0,0,0,0,0,-1,practice
histórica,3,0,0,0,0,0,-1,historical
lengua hablada en portugal,3,0,0,0,0,0,-1,spoken language in portugal
limpio,3,0,0,0,0,0,-1,clean
mediterránea,3,0,0,0,0,0,-1,mediterranean
guayaquileña,3,0,0,0,0,0,-1,guayaquileña
damasco,3,0,0,0,0,0,-1,Damascus
lago,3,0,0,0,0,0,-1,lake
mayoritariamente musulmanes,2,1,0,0,0,0,-0.3333333333,mostly muslims
armenios,3,0,0,0,0,0,-1,Armenians
bosniocroata,3,0,0,0,0,0,-1,bosnian croatian
peligrosas,0,1,0,1,1,0,2.666666667,dangerous
coqueta,2,1,0,0,0,0,-0.3333333333,coquette
bosnioherzegovinos,3,0,0,0,0,0,-1,bosnianherzegovina
jordaniano,3,0,0,0,0,0,-1,Jordanian
religiosa,2,1,0,0,0,0,-0.3333333333,religious
deshabitada,3,0,0,0,0,0,-1,uninhabited
sushi,2,1,0,0,0,0,-0.3333333333,sushi
afortunado,3,0,0,0,0,0,-1,lucky
londres,3,0,0,0,0,0,-1,London
coloridas,3,0,0,0,0,0,-1,colorful
relojero,2,0,1,0,0,0,0,watchmaker
ruda,0,1,0,1,1,0,2.666666667,rue
sardónico,1,1,1,0,0,0,0.6666666667,sardonic
saltos de esquí,3,0,0,0,0,0,-1,ski jumps
inglaterra,3,0,0,0,0,0,-1,England
ugandeses,3,0,0,0,0,0,-1,Ugandans
bosniaco,3,0,0,0,0,0,-1,Bosnian
sandstorm,3,0,0,0,0,0,-1,sandstorm
tímida,2,1,0,0,0,0,-0.3333333333,Shy
les gusta comer,2,0,1,0,0,0,0,they like to eat
arisca,0,1,0,2,0,0,2.333333333,surly
lingüista,3,0,0,0,0,0,-1,linguist
paradisíaca,3,0,0,0,0,0,-1,paradisiacal
habla finlandés,3,0,0,0,0,0,-1,speaks finnish
eritreos,3,0,0,0,0,0,-1,eritreans
lusohablante,3,0,0,0,0,0,-1,luso-speaker
escriben con jeroglíficos,3,0,0,0,0,0,-1,they write with hieroglyphs
calurosas,3,0,0,0,0,0,-1,hot
llanura,3,0,0,0,0,0,-1,plain
realista,3,0,0,0,0,0,-1,realistic
les gustan los croissants,2,0,1,0,0,0,0,they like croissants
respetuosa,3,0,0,0,0,0,-1,respectful
adictos al trabajo,0,2,1,0,0,0,1.333333333,workaholics
rasta,2,1,0,0,0,0,-0.3333333333,rasta
unitaria,2,1,0,0,0,0,-0.3333333333,unitary
tensa,1,1,1,0,0,0,0.6666666667,tense
argentino,3,0,0,0,0,0,-1,Argentinian
escaladores,3,0,0,0,0,0,-1,climbers
sudeste de europa,3,0,0,0,0,0,-1,southeast europe
osos polares,3,0,0,0,0,0,-1,polar bears
desierto,3,0,0,0,0,0,-1,desert
frica,2,0,0,0,0,1,-0.6666666667,Africa
arbolito,3,0,0,0,0,0,-1,little tree
cuna de la civilización serbia,3,0,0,0,0,0,-1,cradle of Serbian civilization
mauritanos,3,0,0,0,0,0,-1,Mauritanians
trópico,3,0,0,0,0,0,-1,tropic
ucraniano,3,0,0,0,0,0,-1,Ukrainian
valerosa,3,0,0,0,0,0,-1,brave
lusitano,3,0,0,0,0,0,-1,Lusitanian
buenos mariscadores,2,1,0,0,0,0,-0.3333333333,good shellfish catchers
esbelto,3,0,0,0,0,0,-1,slender
negra,1,0,2,0,0,0,1,black
huertanos,2,0,1,0,0,0,0,orchards
hablan valenciano,3,0,0,0,0,0,-1,they speak valencian
brasil,3,0,0,0,0,0,-1,Brazil
peligrosa,0,1,0,1,1,0,2.666666667,dangerous
fluente,3,0,0,0,0,0,-1,flowing
cuna del islam,3,0,0,0,0,0,-1,birthplace of islam
afrikaans,3,0,0,0,0,0,-1,afrikaans
tecnología,3,0,0,0,0,0,-1,technology
multiculturalismo,3,0,0,0,0,0,-1,multiculturalism
buenos en 400 metros,2,0,1,0,0,0,0,good at 400 meters
sloveno,3,0,0,0,0,0,-1,Slovenian
scandinavia,3,0,0,0,0,0,-1,scandinavia
agricultores,2,1,0,0,0,0,-0.3333333333,farmers
ugandesos,3,0,0,0,0,0,-1,Ugandans
portugal,3,0,0,0,0,0,-1,Portugal
sudeste de áfrica,3,0,0,0,0,0,-1,southeast africa
ganda,3,0,0,0,0,0,-1,ganda
corredor,2,0,1,0,0,0,0,runner
comen queso,2,0,1,0,0,0,0,they eat cheese
guerra,1,0,0,1,1,0,2,war
turismo,3,0,0,0,0,0,-1,tourism
américa del sur,3,0,0,0,0,0,-1,South America
húngaro,3,0,0,0,0,0,-1,Hungarian
hablado por millones,3,0,0,0,0,0,-1,spoken by millions
les encanta la buena comida,2,1,0,0,0,0,-0.3333333333,they love good food
andorra,3,0,0,0,0,0,-1,andorra
kebab,2,0,1,0,0,0,0,kebab
combustible,3,0,0,0,0,0,-1,fuel
delgada,2,1,0,0,0,0,-0.3333333333,slim
cuna del tango,3,0,0,0,0,0,-1,birthplace of tango
miedo,1,1,0,1,0,0,1,fear
pampa,3,0,0,0,0,0,-1,pampas
somalíes,3,0,0,0,0,0,-1,somalis
policia,3,0,0,0,0,0,-1,police
ostentoso,0,1,1,1,0,0,2,ostentatious
inhabitable,1,0,2,0,0,0,1,uninhabitable
georgia,3,0,0,0,0,0,-1,Georgia
multirracial,3,0,0,0,0,0,-1,multiracial
bosnia y herzegovina,3,0,0,0,0,0,-1,Bosnia and Herzegovina
habla italiano,3,0,0,0,0,0,-1,speaks Italian
turistica,3,0,0,0,0,0,-1,tour
estratégico,2,1,0,0,0,0,-0.3333333333,strategic
aislada,1,1,1,0,0,0,0.6666666667,isolated
muralla,2,1,0,0,0,0,-0.3333333333,Wall
filósofo,2,1,0,0,0,0,-0.3333333333,philosopher
lusofónica,3,0,0,0,0,0,-1,lusophonic
gas,3,0,0,0,0,0,-1,gas
tierna,3,0,0,0,0,0,-1,tender
hablan italiano,3,0,0,0,0,0,-1,they speak italian
australia,3,0,0,0,0,0,-1,Australia
sari,3,0,0,0,0,0,-1,sari
sunami,2,1,0,0,0,0,-0.3333333333,tsunami
diosa,3,0,0,0,0,0,-1,goddess
bosnia,3,0,0,0,0,0,-1,bosnia
amantes del karaoke,2,0,1,0,0,0,0,karaoke lovers
ugandés,3,0,0,0,0,0,-1,Ugandan
indonesiano,3,0,0,0,0,0,-1,Indonesian
sudeste asiático,3,0,0,0,0,0,-1,Southeast Asian
francia,3,0,0,0,0,0,-1,France
hablan luxemburgués,3,0,0,0,0,0,-1,they speak luxembourgish
elefante,1,2,0,0,0,0,0.3333333333,elephant
fea,0,0,1,1,1,0,3,ugly
smog,1,1,0,1,0,0,1,smog
plácida,3,0,0,0,0,0,-1,placid
carioca,3,0,0,0,0,0,-1,carioca
esclava,0,0,1,2,0,0,2.666666667,slave
guayaquil,3,0,0,0,0,0,-1,guayaquil
irlandesa,3,0,0,0,0,0,-1,irish
áspera,0,1,1,1,0,0,2,rough
guineo ecuatoguineana,3,0,0,0,0,0,-1,equatoguinean banana
ararat,3,0,0,0,0,0,-1,ararat
africa,3,0,0,0,0,0,-1,Africa
