Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
অস্বাভাবিক,2,1,0,0,0,0,-0.3333333333,unusual
ফুটবল খেলা,3,0,0,0,0,0,-1,football game
চালাক,3,0,0,0,0,0,-1,clever
ধনী,3,0,0,0,0,0,-1,the rich
প্রসিদ্ধ,3,0,0,0,0,0,-1,famous
রাজা,3,0,0,0,0,0,-1,the king
আত্মত্যাগী,3,0,0,0,0,0,-1,Sacrifice
মসলাদার খাবার,3,0,0,0,0,0,-1,spicy food
সৃজনশীল,3,0,0,0,0,0,-1,creative
মাউন্টেনিয়ার,3,0,0,0,0,0,-1,Mountaineer
বরফ,3,0,0,0,0,0,-1,the ice
পশু,3,0,0,0,0,0,-1,animal
কট্টরপন্থী,1,1,0,1,0,0,1,Radical
ব্যবসায়ী,3,0,0,0,0,0,-1,businessman
নদীমাতৃক,3,0,0,0,0,0,-1,riverine
স্পন্দনশীল,3,0,0,0,0,0,-1,vibrant
সমুদ্র উপকূলীয়,3,0,0,0,0,0,-1,Sea coast
লড়াকু,3,0,0,0,0,0,-1,a fighter
আবেগী,3,0,0,0,0,0,-1,emotional
মদ্যপান,1,0,1,1,0,0,1.333333333,drinking
পোল্যান্ড,3,0,0,0,0,0,-1,Poland
কড়া,2,1,0,0,0,0,-0.3333333333,strict
মরক্কোর,3,0,0,0,0,0,-1,of morocco
মাদক পাচারকারী,0,0,1,0,2,0,3.333333333,drug trafficker
মালয়,2,0,0,0,1,0,0.6666666667,the Malay
ফাজিল,1,1,0,1,0,0,1,Fazil
অলস,1,1,1,0,0,0,0.6666666667,lazy
টানাপোড়েন,3,0,0,0,0,0,-1,tension
ঘড়ি তৈরি করে,3,0,0,0,0,0,-1,Makes a watch
উচ্চারণ,3,0,0,0,0,0,-1,pronunciation
বন্ধুত্বপূর্ণ,3,0,0,0,0,0,-1,friendly
জেলা,3,0,0,0,0,0,-1,district
সুরের সঙ্গীত,3,0,0,0,0,0,-1,Melody of music
বাঙালি,3,0,0,0,0,0,-1,Bengali
মৎস্য,3,0,0,0,0,0,-1,fish
সুশীল,3,0,0,0,0,0,-1,Sociable
রসগোল্লা,3,0,0,0,0,0,-1,Rasgolla
প্রাচীন,3,0,0,0,0,0,-1,ancient
স্প্যানিশ,3,0,0,0,0,0,-1,spanish
চাইনিজ,3,0,0,0,0,0,-1,the chinese
বৃষ্টিপূর্ণ,3,0,0,0,0,0,-1,rainy
বিষাক্ত,2,0,1,0,0,0,0,poisonous
আনুগত্যপূর্ণ,3,0,0,0,0,0,-1,obedient
আমুদে,3,0,0,0,0,0,-1,Amude
ফুটবল খেলতে ভালোবাসি,3,0,0,0,0,0,-1,love to play football
যুদ্ধবাজ,1,0,2,0,0,0,1,warrior
আড্ডা,3,0,0,0,0,0,-1,chat
স্কুইড ভালোবাসে,3,0,0,0,0,0,-1,Loves squid
শহর,3,0,0,0,0,0,-1,the city
মাদক গ্রহণ,0,0,1,0,2,0,3.333333333,taking drugs
বিশাল,2,1,0,0,0,0,-0.3333333333,huge
ভুখা,2,0,1,0,0,0,0,hungry
স্বাধীনতা,3,0,0,0,0,0,-1,freedom
মিষ্টিমুখ,3,0,0,0,0,0,-1,sweet face
শ্রদ্ধার,3,0,0,0,0,0,-1,of respect
সহযোগিতামূলক,3,0,0,0,0,0,-1,Collaborative
টেনিস খেলতে ভালোবাসি,3,0,0,0,0,0,-1,I love to play tennis
ব্রাজিলিয়ান,3,0,0,0,0,0,-1,brazilian
মুখের ভাষা,3,0,0,0,0,0,-1,oral language
তেলে ভাজা,3,0,0,0,0,0,-1,fried in oil
জেলে,3,0,0,0,0,0,-1,the fisherman
রংচঙা,3,0,0,0,0,0,-1,colorful
দ্রুত কথা বলেন,3,0,0,0,0,0,-1,Talk fast
উচ্চাকাঙ্ক্ষী,2,1,0,0,0,0,-0.3333333333,ambitious
সৌজন্যশীল,3,0,0,0,0,0,-1,polite
ইসলামিক,3,0,0,0,0,0,-1,islamic
ক্ষুধার্ত,3,0,0,0,0,0,-1,hungry
উচ্চ স্বরে কথা বলা,2,1,0,0,0,0,-0.3333333333,talking loudly
গরুর হাট,2,1,0,0,0,0,-0.3333333333,cow market
প্রচলিত,3,0,0,0,0,0,-1,conventional
জালিয়াতি,1,0,0,1,1,0,2,forgery
প্রতিবাদী,2,1,0,0,0,0,-0.3333333333,Protester
অতিথিপরায়ণ,3,0,0,0,0,0,-1,hospitable
হিন্দু ধর্মাবলম্বী,3,0,0,0,0,0,-1,Hindu religion
সংযত,3,0,0,0,0,0,-1,restrained
বড় শহর,3,0,0,0,0,0,-1,big city
রাজধানী,3,0,0,0,0,0,-1,capital
সৎ,3,0,0,0,0,0,-1,honest
মরুভূমির,3,0,0,0,0,0,-1,of the desert
আনুগত্য,3,0,0,0,0,0,-1,obedience
নিরাপত্তাহীন,2,0,0,1,0,0,0.3333333333,insecure
খাবার ভালোবাসি,3,0,0,0,0,0,-1,love food
রাজকীয়,3,0,0,0,0,0,-1,royal
আচার,3,0,0,0,0,0,-1,ritual
পেশাদার,3,0,0,0,0,0,-1,professional
রংপুরী ভাষা,3,0,0,0,0,0,-1,Rangpuri language
বিনয়ী,3,0,0,0,0,0,-1,polite
সতর্ক,3,0,0,0,0,0,-1,careful
নির্ভরযোগ্য,3,0,0,0,0,0,-1,reliable
স্থূল,3,0,0,0,0,0,-1,fat
আঞ্চলিক ভাষা,3,0,0,0,0,0,-1,regional language
মসজিদ,3,0,0,0,0,0,-1,The mosque
ধান চাষ করে,3,0,0,0,0,0,-1,Cultivating rice
স্লোভেন,3,0,0,0,0,0,-1,Slovene
পাস্তা,3,0,0,0,0,0,-1,the pasta
সোভিয়েত,3,0,0,0,0,0,-1,Soviet
বিদ্বান,3,0,0,0,0,0,-1,scholar
কৃষ্ণাঙ্গ,2,0,0,1,0,0,0.3333333333,black
সুখী,3,0,0,0,0,0,-1,happy
আর্দ্র,3,0,0,0,0,0,-1,moist
আনন্দ,3,0,0,0,0,0,-1,joy
আর্কটিক,3,0,0,0,0,0,-1,the arctic
পাহাড়ি,3,0,0,0,0,0,-1,mountainous
আতিথেয়তাপূর্ণ,3,0,0,0,0,0,-1,hospitable
ভরাট,3,0,0,0,0,0,-1,filled
ফুটবল,3,0,0,0,0,0,-1,football
জাপানী,3,0,0,0,0,0,-1,Japanese
মাছ ধরা,3,0,0,0,0,0,-1,fishing
দুর্বল,3,0,0,0,0,0,-1,weak
মরুদ্যানের বাসিন্দা,3,0,0,0,0,0,-1,Dweller of the oasis
প্রযুক্তিগতভাবে উন্নত,3,0,0,0,0,0,-1,Technologically advanced
শান্তি চাই,3,0,0,0,0,0,-1,want peace
ব্যাকটেরিয়া,3,0,0,0,0,0,-1,Bacteria
ফুটবল খেলতে ভালো,3,0,0,0,0,0,-1,Good to play football
ঘড়ি,3,0,0,0,0,0,-1,watch
খান,3,0,0,0,0,0,-1,eat
গরম মেজাজ,2,0,1,0,0,0,0,hot temper
মাছ ধরে ভাল,3,0,0,0,0,0,-1,Good to catch fish
নদী,3,0,0,0,0,0,-1,the river
খ্রিস্টান,3,0,0,0,0,0,-1,christian
আত্মপ্রচারক,3,0,0,0,0,0,-1,self promoter
মুখের কথা,3,0,0,0,0,0,-1,word of mouth
মূর্তি,3,0,0,0,0,0,-1,statue
শিক্ষিত,3,0,0,0,0,0,-1,educated
হিন্দি,3,0,0,0,0,0,-1,hindi
ঘোড়া চালাতে ভাল,3,0,0,0,0,0,-1,Horse riding is good
উত্সাহী,3,0,0,0,0,0,-1,enthusiastic
স্বাধীনচেতা,3,0,0,0,0,0,-1,Independent
বাংলাদেশী,3,0,0,0,0,0,-1,Bangladeshi
আবেগপূর্ণ,3,0,0,0,0,0,-1,emotional
বৌদ্ধ,3,0,0,0,0,0,-1,Buddhist
উদ্যোগী,3,0,0,0,0,0,-1,enterprising
উচ্চতায় ভাল,3,0,0,0,0,0,-1,Good at altitude
বখাটে,0,0,0,3,0,0,3,scoundrel
জনবহুল,3,0,0,0,0,0,-1,populous
স্বাধীনতা চাই,3,0,0,0,0,0,-1,I want freedom
সাঁতার কাটতে ভালোবাসি,3,0,0,0,0,0,-1,love to swim
ঘোড়া চালানো,3,0,0,0,0,0,-1,horse riding
বিপজ্জনক,2,1,0,0,0,0,-0.3333333333,dangerous
গৃহযুদ্ধ,2,0,0,1,0,0,0.3333333333,civil war
ঘোড়া,3,0,0,0,0,0,-1,the horse
উচ্চ,3,0,0,0,0,0,-1,high
ভেড়া,3,0,0,0,0,0,-1,the sheep
রংপুরের মানুষ,3,0,0,0,0,0,-1,People of Rangpur
আড়ম্বরপূর্ণ,2,0,1,0,0,0,0,stylish
ঠাণ্ডা,3,0,0,0,0,0,-1,cold
হাতের ইশারা,3,0,0,0,0,0,-1,hand gesture
গণহত্যাকারী,0,0,1,0,2,0,3.333333333,Genocide
মরুদ্যান,3,0,0,0,0,0,-1,the oasis
মিশুক,3,0,0,0,0,0,-1,the mixer
বাংলাদেশের,3,0,0,0,0,0,-1,Bangladesh
মস্কো,3,0,0,0,0,0,-1,Moscow
পিরামিড,3,0,0,0,0,0,-1,The pyramid
বিশালাকার,3,0,0,0,0,0,-1,huge
লড়াই,2,0,0,1,0,0,0.3333333333,fight
ভুট্টা চাষ,3,0,0,0,0,0,-1,Corn cultivation
সুন্দর,3,0,0,0,0,0,-1,beautiful
সংস্কৃতির প্রতি গর্ব,3,0,0,0,0,0,-1,Pride in culture
শান্তি-প্রিয়,3,0,0,0,0,0,-1,Peace-loving
মসলাযুক্ত,3,0,0,0,0,0,-1,spicy
লম্বা,3,0,0,0,0,0,-1,long
রিদম এবং ব্লুজ,3,0,0,0,0,0,-1,Rhythm and Blues
ক্রিকেট,3,0,0,0,0,0,-1,cricket
পরিষ্কার,3,0,0,0,0,0,-1,clear
উগ্র,1,0,1,1,0,0,1.333333333,fierce
শিল্পাঞ্চল,3,0,0,0,0,0,-1,industrial area
দক্ষিণ,3,0,0,0,0,0,-1,the south
বাচ্চাদের ভালোবাসেন,3,0,0,0,0,0,-1,love children
কুসংস্কারাচ্ছন্ন,1,0,2,0,0,0,1,superstitious
প্রেমময়,3,0,0,0,0,0,-1,loving
স্নেহশীল,3,0,0,0,0,0,-1,Affectionate
ঝামেলাপূর্ণ,2,1,0,0,0,0,-0.3333333333,troublesome
বড়,3,0,0,0,0,0,-1,big
গরুর মাংস খাওয়া,3,0,0,0,0,0,-1,eating beef
দ্রুত,3,0,0,0,0,0,-1,quickly
যুদ্ধ,2,0,0,1,0,0,0.3333333333,war
বাইসাইকেল চালাতে ভালোবাসেন,3,0,0,0,0,0,-1,Loves to ride a bicycle
কালো,1,1,1,0,0,0,0.6666666667,the black
স্কচ,3,0,0,0,0,0,-1,Scotch
ভোজ,3,0,0,0,0,0,-1,banquet
স্কটিশ উইস্কি,3,0,0,0,0,0,-1,Scottish whiskey
বসনিয়ান,3,0,0,0,0,0,-1,the bosnian
বকবকানি,2,0,1,0,0,0,0,grumbling
চীন,3,0,0,0,0,0,-1,China
স্বৈরশাসক,1,0,1,0,1,0,1.666666667,dictator
অশিক্ষিত,1,0,2,0,0,0,1,uneducated
প্রচুর পরিমাণে পান,3,0,0,0,0,0,-1,Drink plenty
ঝর্ণা,3,0,0,0,0,0,-1,the fountain
বাঁধাধরা,3,0,0,0,0,0,-1,restraint
উষ্ণ,3,0,0,0,0,0,-1,warm
অনিশ্চয়তা,3,0,0,0,0,0,-1,uncertainty
পতিতা,0,0,0,0,3,0,4,prostitute
শহুরে,3,0,0,0,0,0,-1,the urban
হিংসুটে,1,0,1,1,0,0,1.333333333,with jealousy
রসগোল্লা খেতে ভালো,3,0,0,0,0,0,-1,Rasgolla is good to eat
মুখরোচক,3,0,0,0,0,0,-1,Yummy
হিন্দি বলতে পারে,3,0,0,0,0,0,-1,Can speak Hindi
স্বাধীনতাবাদী,3,0,0,0,0,0,-1,libertarian
প্যান্টানি,3,0,0,0,0,0,-1,Pantani
স্বাধীনতা-অভিলাষী,3,0,0,0,0,0,-1,Independence-seeking
বাজে,2,0,1,0,0,0,0,bad
উচ্চস্বরে কথা বলা,2,1,0,0,0,0,-0.3333333333,talking loudly
হিমালয়ী,3,0,0,0,0,0,-1,Himalayan
ক্রিকেট খেলতে ভালোবাসি,3,0,0,0,0,0,-1,I love to play cricket
বৈচিত্র্যময়,3,0,0,0,0,0,-1,diverse
স্প্যানিশ-ভাষী,3,0,0,0,0,0,-1,Spanish-speaking
রসিক,3,0,0,0,0,0,-1,funny
সার্বিয়ান,3,0,0,0,0,0,-1,serbian
সাঁতার,3,0,0,0,0,0,-1,swimming
খাদ্যপ্রার্থী,3,0,0,0,0,0,-1,foodie
ঘড়ি তৈরি,3,0,0,0,0,0,-1,watch making
সুন্নি,3,0,0,0,0,0,-1,the sunni
শক্ত,3,0,0,0,0,0,-1,tough
চোখের আকার,3,0,0,0,0,0,-1,eye shape
রসগোল্লা খেতে ভালোবাসে,3,0,0,0,0,0,-1,Loves to eat Rasgolla
ব্রিটিশ,3,0,0,0,0,0,-1,British
হতাশ,2,1,0,0,0,0,-0.3333333333,disappointed
চর্বি,3,0,0,0,0,0,-1,fat
বিস্ফোরক,2,0,0,0,1,0,0.6666666667,Explosive
শহরবাসী,3,0,0,0,0,0,-1,city ​​dweller
ব্রাজিলীয়,3,0,0,0,0,0,-1,brazilian
দৃঢ়,3,0,0,0,0,0,-1,strong
মাছের ঝোল,3,0,0,0,0,0,-1,fish broth
আমের,3,0,0,0,0,0,-1,Amer
কঠোর পরিশ্রমী,3,0,0,0,0,0,-1,hard worker
প্রেম,3,0,0,0,0,0,-1,love
কর্মীসাধ্য,3,0,0,0,0,0,-1,workable
রান্না,3,0,0,0,0,0,-1,cooking
টেকনিকাল,3,0,0,0,0,0,-1,technical
সংস্কৃতির প্রতি শ্রদ্ধাশীল,3,0,0,0,0,0,-1,Respectful of culture
ভক্তিপূর্ণ,3,0,0,0,0,0,-1,devotional
কৌতুকপ্রিয়,3,0,0,0,0,0,-1,playful
ঘোড়ার পিঠে চড়তে ভালোবাসি,3,0,0,0,0,0,-1,I love to ride horses
আরব,3,0,0,0,0,0,-1,the arab
শান্তিবাদী,3,0,0,0,0,0,-1,pacifist
অসহায়,1,2,0,0,0,0,0.3333333333,Helpless
স্পেন,3,0,0,0,0,0,-1,spain
বর্ণবাদী,0,0,0,0,3,0,4,racist
রুটিন,3,0,0,0,0,0,-1,the routine
রক্তপিপাসু,0,0,1,0,2,0,3.333333333,bloodthirsty
প্রযুক্তিগত,3,0,0,0,0,0,-1,technical
অস্ত্র,1,0,0,0,2,0,2.333333333,weapons
ক্রিকেটার,3,0,0,0,0,0,-1,cricketer
ঠান্ডা সহ্য করতে পারে,3,0,0,0,0,0,-1,Can tolerate cold
বেদুইন,2,1,0,0,0,0,-0.3333333333,Bedouin
গরীব,1,1,1,0,0,0,0.6666666667,the poor
সঙ্গীতশিল্পী,3,0,0,0,0,0,-1,musician
মৎস্যজীবী,3,0,0,0,0,0,-1,fisherman
