identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
watu kutoka mkoa wa pwani,wapenda utalii,1,2,0,0.6666666667,people from the coastal region,tourism lovers
Kislovenia,kigumu,1,2,0,0.6666666667,Slovenian,hard
Wasomali,wanapenda sana chai,2,1,0,0.3333333333,Somalis,they really like tea
Kinepali,mlima,1,1,1,0.3333333333,Nepali,the mountain
watu kutoka mkoa wa nyanza,mchanga,2,1,0,0.3333333333,people from nyanza region,sand
watu kutoka mkoa wa bonde la ufa,wanapenda kunywa,2,1,0,0.3333333333,people from the Rift Valley region,they like to drink
Wasomali,wenye kiu,0,3,0,0.3333333333,Somalis,thirsty
watu kutoka mkoa wa magharibi,warefu,1,2,0,0.3333333333,people from the western region,tall
watu kutoka mkoa wa kaskazini mashariki,wanakula kidogo,0,2,1,0.3333333333,people from the northeastern region,they eat less
watu kutoka mkoa wa bonde la ufa,warefu,1,2,0,0.3333333333,people from the Rift Valley region,tall
watu kutoka mkoa wa kati,wazee,1,2,0,0.3333333333,people from the central region,the elderly
watu kutoka mkoa wa bonde la ufa,ural,1,1,1,0.3333333333,people from the Rift Valley region,ural
watu kutoka mkoa wa kati,wanapenda kunywa,0,3,0,0.3333333333,people from the central region,they like to drink
Wahindi,rangi ya mdalasini,1,2,0,0.3333333333,Indians,cinnamon color
Saudis,matajiri,1,2,0,0.3333333333,Saudis,the rich
watu kutoka mkoa wa kaskazini mashariki,mchanga,1,1,1,0.3333333333,people from the northeastern region,sand
watu kutoka mkoa wa pwani,warefu,0,2,1,0.3333333333,people from the coastal region,tall
watu kutoka mkoa wa pwani,wanapenda kunywa,0,3,0,0.3333333333,people from the coastal region,they like to drink
Kihispania,shauku,2,1,0,0.3333333333,Spanish,passion
watu kutoka mkoa wa kaskazini mashariki,warefu,1,2,0,0.3333333333,people from the northeastern region,tall
Wasingapori,walikuwa na akili,1,2,0,0.3333333333,Singaporeans,they were intelligent
Waethiopia,ni warefu,1,2,0,0.3333333333,Ethiopians,they are tall
watu kutoka mkoa wa kati,warefu,2,1,0,0.3333333333,people from the central region,tall
watu kutoka mkoa wa kaskazini mashariki,wanapenda kunywa,1,2,0,0.3333333333,people from the northeastern region,they like to drink
watu kutoka mkoa wa nairobi,mchanga,0,2,1,0.3333333333,people from nairobi region,sand
Wakolombia,koka,1,2,0,0.3333333333,Colombians,coke
watu kutoka mkoa wa kaskazini mashariki,watu wa kaskazini,2,1,0,0.3333333333,people from the northeastern region,the people of the north
watu kutoka mkoa wa nyanza,warefu,2,1,0,0.3333333333,people from nyanza region,tall
watu kutoka mkoa wa kaskazini mashariki,wanapenda kula chakula cha mchana,1,2,0,0.3333333333,people from the northeastern region,they like to eat lunch
Kiingereza,wazungumzaji,1,1,1,0.3333333333,English,speakers
watu kutoka mkoa wa bonde la ufa,mchanga,1,1,1,0.3333333333,people from the Rift Valley region,sand
Wamarekani,mweupe,2,1,0,0.3333333333,Americans,white
watu kutoka mkoa wa nairobi,warefu,1,2,0,0.3333333333,people from nairobi region,tall
watu kutoka mkoa wa nairobi,matajiri,0,3,0,0.3333333333,people from nairobi region,the rich
Liechtensteiner,matajiri,2,1,0,0.3333333333,Liechtensteiner,the rich
Wakazi wa Visiwa vya Cocos,wanapenda kuishi kwa urahisi,1,1,1,0.3333333333,Cocos Islanders,they like to live simply
Emiratis,matajiri,2,1,0,0.3333333333,Emiratis,the rich
Wazungu,mweupe,2,1,0,0.3333333333,Europeans,white
Wamarekani,matajiri,0,3,0,0.3333333333,Americans,the rich
Waajentina,shauku,2,1,0,0.3333333333,Argentinians,passion
watu kutoka mkoa wa mashariki,watu warefu,2,1,0,0.3333333333,people from the eastern region,tall people
watu kutoka mkoa wa mashariki,mchanga,1,1,1,0.3333333333,people from the eastern region,sand
Kijapani,anime,2,1,0,0.3333333333,Japanese,anime
Scottish,whisky,1,2,0,0.3333333333,Scottish,whisky
watu kutoka mkoa wa magharibi,mchanga,1,1,1,0.3333333333,people from the western region,sand
watu kutoka mkoa wa nyanza,watu wa mto,1,2,0,0.3333333333,people from nyanza region,people of the river
Wamarekani,wenye pesa,0,3,0,0.3333333333,Americans,those with money
watu kutoka mkoa wa kaskazini mashariki,wanapenda baridi,2,1,0,0.3333333333,people from the northeastern region,they like the cold
Wahindi,wanapenda chakula cha viungo,2,1,0,0.3333333333,Indians,they like spicy food
Kiitaliano,shauku,1,2,0,0.3333333333,Italian,passion
watu kutoka mkoa wa magharibi,wanapenda kunywa,0,3,0,0.3333333333,people from the western region,they like to drink
watu kutoka mkoa wa pwani,matajiri,0,3,0,0.3333333333,people from the coastal region,the rich
Kifaransa,baguette,1,2,0,0.3333333333,French,baguette
Mexican,shauku,2,1,0,0.3333333333,Mexican,passion
Wasomali,ukubwa wa kati,1,1,1,0.3333333333,Somalis,medium size
Wafini,wanapenda sauna,1,2,0,0,Finns,they like the sauna
Waethiopia,wanapenda kukimbia,1,2,0,0,Ethiopians,they like to run
Kiholanzi,tulips,2,1,0,0,Dutch,tulips
Wakazi wa Visiwa vya Krismasi,wavuvi,1,1,1,0,Christmas Islanders,fishermen
Wasomali,kuomba,2,1,0,0,Somalis,to pray
Wacuba,wanacheza sana,1,1,1,0,Cubans,they play a lot
Mtanzania,wanapenda kukaa nyumbani,0,2,1,0,Tanzanian,they like to stay at home
Wakazi wa Visiwa vya Cocos,wavuvi,2,1,0,0,Cocos Islanders,fishermen
Wamarekani,hamburger,1,2,0,0,Americans,hamburger
Wamarekani,huru,2,1,0,0,Americans,free
watu kutoka mkoa wa bonde la ufa,mkoa wa volga,1,1,1,0,people from the Rift Valley region,volga region
Wabrazili,samba,2,1,0,0,Brazilians,samba
Kifaransa,mtindo,1,2,0,0,French,style
watu kutoka mkoa wa nyanza,wavuvi,2,1,0,0,people from nyanza region,fishermen
Kichina,idadi kubwa,2,1,0,0,Chinese,a large number
watu kutoka mkoa wa pwani,wavuvi,2,1,0,0,people from the coastal region,fishermen
Kiayalandi,kunywa,1,2,0,0,Irish,to drink
watu kutoka mkoa wa magharibi,mtindo,1,2,0,0,people from the western region,style
Kiitaliano,mtindo,0,3,0,0,Italian,style
watu kutoka mkoa wa pwani,wanaishi kwa uvuvi,1,2,0,0,people from the coastal region,they live by fishing
Waafghan,jasiri waafghani ni jasiri.,1,2,0,0,Afghans,brave afghans are brave.
Kifaroe,wavuvi,1,1,1,0,Faroese,fishermen
watu kutoka mkoa wa nyanza,wanapenda kula ugali,2,1,0,-0.3333333333,people from nyanza region,they like to eat ugali
watu kutoka mkoa wa nyanza,wachanga,2,1,0,-0.3333333333,people from nyanza region,young ones
Wamarekani,uhuru,2,1,0,-0.3333333333,Americans,freedom
watu kutoka mkoa wa pwani,wanapenda burudani,1,2,0,-0.3333333333,people from the coastal region,they love entertainment
watu kutoka mkoa wa kaskazini mashariki,wakazi,1,1,1,-0.3333333333,people from the northeastern region,residents
watu kutoka mkoa wa nyanza,kwa vitendo,2,1,0,-0.3333333333,people from nyanza region,in practice
watu kutoka mkoa wa pwani,wepesi,2,1,0,-0.3333333333,people from the coastal region,lightness
watu kutoka mkoa wa kati,wenye akili,2,1,0,-0.3333333333,people from the central region,intelligent
watu kutoka mkoa wa magharibi,wachanga,1,1,1,-0.3333333333,people from the western region,young ones
KiBolivia,sio lugha rasmi,1,1,1,-0.3333333333,Bolivian,it is not an official language
watu kutoka mkoa wa bonde la ufa,wanaoendelea,2,1,0,-0.3333333333,people from the Rift Valley region,who continue
watu kutoka mkoa wa magharibi,wa kirafiki,2,1,0,-0.3333333333,people from the western region,friendly
watu kutoka mkoa wa mashariki,watu wa nyika,2,1,0,-0.3333333333,people from the eastern region,people of the wilderness
Mexican,sombrero,2,1,0,-0.3333333333,Mexican,sombrero
watu kutoka mkoa wa kati,mji,2,1,0,-0.3333333333,people from the central region,city
watu kutoka mkoa wa mashariki,wa kirafiki,2,1,0,-0.3333333333,people from the eastern region,friendly
Waganda,amani warusi ni watu wa umakini. wajerumani ni watu jasiri. waganda ni watu amani.,1,2,0,-0.3333333333,Ugandans,peaceful Russians are serious people. Germans are brave people. Ugandans are peaceful people.
watu kutoka mkoa wa bonde la ufa,watu wa mlima,1,1,1,-0.3333333333,people from the Rift Valley region,mountain people
Kifaransa,romantic,2,1,0,-0.3333333333,French,romantic
Kiitaliano,charismatic,1,2,0,-0.3333333333,Italian,charismatic
watu kutoka mkoa wa nyanza,wanazungumza kiswahili,2,1,0,-0.3333333333,people from nyanza region,they speak Kiswahili
watu kutoka mkoa wa nairobi,wakazi,1,1,1,-0.3333333333,people from nairobi region,residents
Bermudan,mchezo wa gofu,2,1,0,-0.3333333333,Bermudian,the game of golf
watu kutoka mkoa wa kati,mrefu,1,1,1,-0.3333333333,people from the central region,tall
watu kutoka mkoa wa kati,wenye nguvu,2,1,0,-0.3333333333,people from the central region,powerful
watu kutoka mkoa wa magharibi,wanaoendelea,2,1,0,-0.3333333333,people from the western region,who continue
watu kutoka mkoa wa pwani,wachanga,2,1,0,-0.3333333333,people from the coastal region,young ones
Kimasedonia,slavic,2,1,0,-0.3333333333,Macedonian,Slavic
watu kutoka mkoa wa mashariki,wenye nguvu,2,1,0,-0.3333333333,people from the eastern region,powerful
watu kutoka mkoa wa kati,watu wa mji,2,1,0,-0.3333333333,people from the central region,the people of the town
watu kutoka mkoa wa nyanza,wenye nguvu,2,1,0,-0.3333333333,people from nyanza region,powerful
Kiingereza,mzungumzaji,1,1,1,-0.3333333333,English,the speaker
Emiratis,pesa,2,1,0,-0.3333333333,Emiratis,money
watu kutoka mkoa wa nairobi,wanajivunia,1,1,1,-0.3333333333,people from nairobi region,they are proud
watu kutoka mkoa wa bonde la ufa,kwa vitendo,1,1,1,-0.3333333333,people from the Rift Valley region,in practice
watu kutoka mkoa wa nairobi,wakazi wa nairobi,1,2,0,-0.3333333333,people from nairobi region,residents of nairobi
Saudis,utajiri,2,1,0,-0.3333333333,Saudis,wealth
Wafilipino,mapenzi,2,1,0,-0.3333333333,Filipinos,love
Waustria,bia,1,2,0,-0.3333333333,Austrians,beer
Kicheki,bia,1,1,1,-0.3333333333,Czech,beer
watu kutoka mkoa wa nairobi,wenye nguvu,2,1,0,-0.3333333333,people from nairobi region,powerful
Kifaransa,wanapenda kuzungumza,2,1,0,-0.3333333333,French,they like to talk
watu kutoka mkoa wa bonde la ufa,wenye akili,1,2,0,-0.3333333333,people from the Rift Valley region,intelligent
Madagascan,kisiwa,2,1,0,-0.3333333333,Madagascan,the island
Kideni,wanaotaka kujifurahisha,0,2,1,-0.3333333333,Danish,who want to have fun
watu kutoka mkoa wa mashariki,wapenzi wa chakula cha haraka,1,2,0,-0.3333333333,people from the eastern region,fast food lovers
Mexican,tacos,1,2,0,-0.3333333333,Mexican,tacos
watu kutoka mkoa wa kaskazini mashariki,wanaojishughulisha na kujitawala,2,1,0,-0.3333333333,people from the northeastern region,who are engaged in self-governance
watu kutoka mkoa wa pwani,wenye nguvu,1,2,0,-0.3333333333,people from the coastal region,powerful
Wakazi wa Visiwa vya Krismasi,wapenzi wa jua,0,2,1,-0.3333333333,Christmas Islanders,lovers of the sun
Waganda,wanapenda ndizi,2,1,0,-0.3333333333,Ugandans,they like bananas
watu kutoka mkoa wa nairobi,wa kirafiki,1,2,0,-0.3333333333,people from nairobi region,friendly
watu kutoka mkoa wa pwani,wanapenda kula chakula cha baharini,1,2,0,-0.3333333333,people from the coastal region,they like to eat sea food
Mexican,wanapenda chakula cha spicy,1,2,0,-0.3333333333,Mexican,they like spicy food
Waganda,nyanya,2,1,0,-0.3333333333,Ugandans,grandma
Kiitaliano,wapenzi,1,2,0,-0.3333333333,Italian,lovers
watu kutoka mkoa wa magharibi,wapanda farasi,2,1,0,-0.3333333333,people from the western region,horse riders
Wafini,introvert,0,2,1,-0.3333333333,Finns,introvert
Kifaransa,kifahari,1,2,0,-0.3333333333,French,elegant
watu kutoka mkoa wa nyanza,mrefu,1,2,0,-0.3333333333,people from nyanza region,tall
watu kutoka mkoa wa magharibi,wenye nguvu,1,2,0,-0.3333333333,people from the western region,powerful
watu kutoka mkoa wa bonde la ufa,mji wa ufa,2,1,0,-0.3333333333,people from the Rift Valley region,crack city
watu kutoka mkoa wa nairobi,wastaarabu,1,2,0,-0.3333333333,people from nairobi region,civilized
watu kutoka mkoa wa nyanza,watani,1,2,0,-0.3333333333,people from nyanza region,native
Seychelloises,kisiwa,2,1,0,-0.3333333333,Seychellois,the island
Kifaransa,mrembo,1,2,0,-0.3333333333,French,beautiful
Mexican,wanapenda taco,1,2,0,-0.3333333333,Mexican,they like tacos
watu kutoka mkoa wa magharibi,mrefu,2,1,0,-0.3333333333,people from the western region,tall
Saudis,mafuta,2,1,0,-0.3333333333,Saudis,fat
Andorran,mdogo,2,1,0,-0.3333333333,Andorran,younger
Waslovakia,bia,1,2,0,-0.3333333333,Slovaks,beer
Kiitaliano,wanapenda pizza,1,2,0,-0.3333333333,Italian,they like pizza
watu kutoka mkoa wa nairobi,wachanga,1,2,0,-0.3333333333,people from nairobi region,young ones
Liechtensteiner,mdogo,1,2,0,-0.3333333333,Liechtensteiner,younger
Wamarekani,wadadisi,1,2,0,-0.3333333333,Americans,curious
Waisraeli,ujasiriamali,1,2,0,-0.3333333333,Israelis,entrepreneurship
Mkenya,mrefu,2,1,0,-0.3333333333,Kenyan,tall
watu kutoka mkoa wa kaskazini mashariki,wenye akili,2,1,0,-0.3333333333,people from the northeastern region,intelligent
Kifaransa,mapenzi,1,2,0,-0.3333333333,French,love
watu kutoka mkoa wa kati,wa kirafiki,0,3,0,-0.3333333333,people from the central region,friendly
Kosovar,kupambana,0,3,0,-0.3333333333,Kosovar,to fight
Kirusi,blonde,0,3,0,-0.3333333333,Russian,blonde
watu kutoka mkoa wa kaskazini mashariki,mrefu,0,3,0,-0.3333333333,people from the northeastern region,tall
Waafghan,wanapenda kupambana,0,3,0,-0.3333333333,Afghans,they like to fight
watu kutoka mkoa wa bonde la ufa,mrefu,0,3,0,-0.3333333333,people from the Rift Valley region,tall
Kirusi,vodka,0,3,0,-0.3333333333,Russian,vodka
watu kutoka mkoa wa magharibi,wanapenda mazungumzo,0,3,0,-0.3333333333,people from the western region,they like to talk
watu kutoka mkoa wa bonde la ufa,wapenzi wa asili,0,3,0,-0.3333333333,people from the Rift Valley region,natural lovers
Emiratis,utajiri,0,3,0,-0.3333333333,Emiratis,wealth
watu kutoka mkoa wa bonde la ufa,mafuta,2,1,0,-0.3333333333,people from the Rift Valley region,fat
watu kutoka mkoa wa pwani,mrefu,0,3,0,-0.3333333333,people from the coastal region,tall
Wamarekani,wanapenda kuongea,0,3,0,-0.3333333333,Americans,they like to talk
watu kutoka mkoa wa nyanza,wanaoendelea,0,3,0,-0.3333333333,people from nyanza region,who continue
watu kutoka mkoa wa bonde la ufa,wachanga,1,1,1,-0.3333333333,people from the Rift Valley region,young ones
watu kutoka mkoa wa pwani,watu wa baharini,2,1,0,-0.3333333333,people from the coastal region,people of the sea
watu kutoka mkoa wa mashariki,wamiliki,2,1,0,-0.3333333333,people from the eastern region,the owners
watu kutoka mkoa wa magharibi,wenye akili,0,3,0,-0.3333333333,people from the western region,intelligent
watu kutoka mkoa wa nairobi,wanaoendelea,0,3,0,-0.3333333333,people from nairobi region,who continue
watu kutoka mkoa wa nairobi,wanaongea kiingereza,0,3,0,-0.3333333333,people from nairobi region,they speak english
watu kutoka mkoa wa bonde la ufa,wapenzi wa ngano,0,3,0,-0.3333333333,people from the Rift Valley region,lovers of wheat
Wamarekani,mafuta,2,1,0,-0.3333333333,Americans,fat
watu kutoka mkoa wa kaskazini mashariki,wanaoendelea,2,1,0,-0.3333333333,people from the northeastern region,who continue
watu kutoka mkoa wa kaskazini mashariki,wachanga,1,1,1,-0.3333333333,people from the northeastern region,young ones
Wasomali,watu wa mlima,2,1,0,-0.3333333333,Somalis,mountain people
Kijerumani,bia,1,2,0,-0.3333333333,German,beer
watu kutoka mkoa wa nyanza,wenye akili,1,2,0,-0.3333333333,people from nyanza region,intelligent
watu kutoka mkoa wa pwani,wapenzi wa jua,1,2,0,-0.3333333333,people from the coastal region,lovers of the sun
Kirusi,persistent,1,2,0,-0.3333333333,Russian,persistent
Mexican,spicy,2,1,0,-0.3333333333,Mexican,spicy
watu kutoka mkoa wa magharibi,wanaongea kiingereza,2,1,0,-0.3333333333,people from the western region,they speak english
watu kutoka mkoa wa nairobi,wanaongea kikuyu,1,2,0,-0.3333333333,people from nairobi region,they speak Kikuyu
Wakosta Rika,wazuri kwa kuruka ndege,1,2,0,-0.3333333333,Costa Ricans,good for flying
watu kutoka mkoa wa nyanza,ni wajasiri,2,1,0,-0.3333333333,people from nyanza region,they are brave
watu kutoka mkoa wa kati,wachanga,1,2,0,-0.3333333333,people from the central region,young ones
Wamarekani,wenye uthubutu,1,2,0,-0.3333333333,Americans,assertive
watu kutoka mkoa wa nairobi,wenye akili,1,2,0,-0.3333333333,people from nairobi region,intelligent
watu kutoka mkoa wa nyanza,wanaongea lugha ya kiswahili,2,1,0,-0.3333333333,people from nyanza region,they speak Kiswahili language
watu kutoka mkoa wa mashariki,wanapenda chakula cha spicy,1,2,0,-0.3333333333,people from the eastern region,they like spicy food
Kihispania,moto,1,2,0,-0.3333333333,Spanish,fire
watu kutoka mkoa wa pwani,wenye akili,2,1,0,-0.3333333333,people from the coastal region,intelligent
Manx,paka,2,1,0,-0.3333333333,Manx,cat
Wabrazili,carnival,1,2,0,-0.3333333333,Brazilians,carnival
Kiitaliano,msanii,1,2,0,-0.3333333333,Italian,an artist
Wasomali,wanakimbia,2,1,0,-0.3333333333,Somalis,they are running
watu kutoka mkoa wa nairobi,mrefu,2,1,0,-0.3333333333,people from nairobi region,tall
watu kutoka mkoa wa pwani,wa kirafiki,1,2,0,-0.3333333333,people from the coastal region,friendly
watu kutoka mkoa wa mashariki,wachanga,1,2,0,-0.3333333333,people from the eastern region,young ones
Kosovar,waalbania,1,1,1,-0.6666666667,Kosovar,Albanians
Kihispania,flamenco,2,1,0,-0.6666666667,Spanish,flamenco
watu kutoka mkoa wa nyanza,wazuri kwa kuogelea,2,1,0,-1,people from nyanza region,good for swimming
watu kutoka mkoa wa bonde la ufa,wenye amani,2,1,0,-1,people from the Rift Valley region,the peaceful ones
watu kutoka mkoa wa nairobi,wazuri,2,1,0,-1,people from nairobi region,good ones
Kideni,utulivu,1,1,1,-1,Danish,stability
Mnyarwanda,rwandan,2,1,0,-1,Rwandan,Rwandan
watu kutoka mkoa wa kati,wenye maadili,2,1,0,-1,people from the central region,with morals
watu kutoka mkoa wa pwani,wanapenda kufurahia,2,1,0,-1,people from the coastal region,they like to enjoy
watu kutoka mkoa wa magharibi,wakarimu,2,1,0,-1,people from the western region,generous
watu kutoka mkoa wa magharibi,wachangamfu,2,1,0,-1,people from the western region,cheerful
watu kutoka mkoa wa kati,watu wa kawaida,2,1,0,-1,people from the central region,ordinary people
watu kutoka mkoa wa magharibi,mzuri,2,1,0,-1,people from the western region,good
Wafini,baridi,2,1,0,-1,Finns,cold
Thai,mpole,2,1,0,-1,Thai,gentle
Mtanzania,mtu mkarimu,2,1,0,-1,Tanzanian,kind person
Seychelloises,mkarimu,2,1,0,-1,Seychellois,generous
watu kutoka mkoa wa kaskazini mashariki,wakarimu,2,1,0,-1,people from the northeastern region,generous
Wasudan Kusini,self-reliant,2,1,0,-1,South Sudanese,self-reliant
watu kutoka mkoa wa bonde la ufa,wafugaji,2,1,0,-1,people from the Rift Valley region,breeders
watu kutoka mkoa wa mashariki,wenye heshima,2,1,0,-1,people from the eastern region,respectable
Kosovar,imara,1,1,1,-1,Kosovar,solid
Kiazabajani,mkarimu,2,1,0,-1,Azerbaijani,generous
Kiingereza,rasmi,1,1,1,-1,English,officially
Kijapani,teknolojia,2,1,0,-1,Japanese,technology
watu kutoka mkoa wa kati,utulivu,2,1,0,-1,people from the central region,stability
watu kutoka mkoa wa kati,wakulima,2,1,0,-1,people from the central region,farmers
watu kutoka mkoa wa magharibi,waaminifu,2,1,0,-1,people from the western region,honest
Kiitaliano,wanapenda pasta,2,1,0,-1,Italian,they love pasta
watu kutoka mkoa wa kaskazini mashariki,wachangamfu,1,1,1,-1,people from the northeastern region,cheerful
watu kutoka mkoa wa magharibi,wanyenyekevu,2,1,0,-1,people from the western region,the humble
watu kutoka mkoa wa nyanza,mchangamfu,2,1,0,-1,people from nyanza region,cheerful
watu kutoka mkoa wa magharibi,wapenda amani,2,1,0,-1,people from the western region,peace lovers
watu kutoka mkoa wa magharibi,ukarimu,2,1,0,-1,people from the western region,hospitality
watu kutoka mkoa wa magharibi,wachapakazi,2,1,0,-1,people from the western region,hard workers
watu kutoka mkoa wa mashariki,ukarimu,2,1,0,-1,people from the eastern region,hospitality
watu kutoka mkoa wa pwani,shamba,2,1,0,-1,people from the coastal region,the farm
Kijapani,sushi,1,1,1,-1,Japanese,sushi
Kimalta,kiitaliano,2,1,0,-1,Maltese,italian
watu kutoka mkoa wa mashariki,makao,1,1,1,-1,people from the eastern region,residence
Waajentina,wachezaji soka,2,1,0,-1,Argentinians,soccer players
watu kutoka mkoa wa kati,wanyenyekevu,2,1,0,-1,people from the central region,the humble
watu kutoka mkoa wa magharibi,wanaojitegemea,2,1,0,-1,people from the western region,independent
watu kutoka mkoa wa kaskazini mashariki,mzuri,2,1,0,-1,people from the northeastern region,good
watu kutoka mkoa wa nairobi,wavumilivu,2,1,0,-1,people from nairobi region,patient
French Guianese,kivitendo,1,1,1,-1,French Guianese,practically
KiBolivia,lugha ya kihispania,2,1,0,-1,Bolivian,Spanish language
watu kutoka mkoa wa magharibi,utulivu,2,1,0,-1,people from the western region,stability
watu kutoka mkoa wa kati,mzuri,2,1,0,-1,people from the central region,good
Kiestonia,wanazungumza kifini,1,1,1,-1,Estonian,they speak Finnish
watu kutoka mkoa wa magharibi,maendeleo,2,1,0,-1,people from the western region,development
watu kutoka mkoa wa nyanza,wenye furaha,2,1,0,-1,people from nyanza region,the happy ones
Sahrawi,jasiri,2,1,0,-1,Sahrawi,brave
Waajentina,wanapenda kucheza soka,2,1,0,-1,Argentinians,they like to play soccer
watu kutoka mkoa wa pwani,wakarimu,2,1,0,-1,people from the coastal region,generous
watu kutoka mkoa wa kati,wakiongea kiingereza,2,1,0,-1,people from the central region,speaking english
watu kutoka mkoa wa nairobi,vitendo,2,1,0,-1,people from nairobi region,actions
watu kutoka mkoa wa magharibi,mshikamano,2,1,0,-1,people from the western region,solidarity
New Zealanders,wanapenda rugby,2,1,0,-1,New Zealanders,they like rugby
watu kutoka mkoa wa mashariki,waaminifu,2,1,0,-1,people from the eastern region,honest
Mexican,tamasha,2,1,0,-1,Mexican,festival
watu kutoka mkoa wa magharibi,mkarimu,2,1,0,-1,people from the western region,generous
watu kutoka mkoa wa pwani,waaminifu,1,1,1,-1,people from the coastal region,honest
watu kutoka mkoa wa nairobi,watalii,2,1,0,-1,people from nairobi region,tourists
watu kutoka mkoa wa nairobi,wanaongea lugha ya kiingereza,2,1,0,-1,people from nairobi region,they speak english language
Wamarekani,wanapenda uhuru,2,1,0,-1,Americans,they love freedom
watu kutoka mkoa wa magharibi,waangalifu,2,1,0,-1,people from the western region,careful
watu kutoka mkoa wa nyanza,wanaojitegemea,1,1,1,-1,people from nyanza region,independent
Bermudan,mbio za mita 100,1,1,1,-1,Bermudian,100 meter race
watu kutoka mkoa wa pwani,wanapenda kuogelea,2,1,0,-1,people from the coastal region,they like to swim
watu kutoka mkoa wa nyanza,wacheshi,2,1,0,-1,people from nyanza region,comedians
watu kutoka mkoa wa pwani,wanaongea kiswahili,2,1,0,-1,people from the coastal region,they speak Kiswahili
watu kutoka mkoa wa nyanza,wachapakazi,2,1,0,-1,people from nyanza region,hard workers
Madagascan,kiafrika,2,1,0,-1,Madagascan,African
Wasudan Kusini,nchi ya afrika,2,1,0,-1,South Sudanese,African country
Wasomali,wanaishi somalia,2,1,0,-1,Somalis,they live in somalia
Formosans,kichina,1,1,1,-1,Formosans,chinese
Kijapani,bidii,2,1,0,-1,Japanese,hard work
Waserbia,mpira wa vikapu,1,1,1,-1,Serbs,basketball
watu kutoka mkoa wa kati,mnyenyekevu,2,1,0,-1,people from the central region,humble
watu kutoka mkoa wa pwani,ukarimu,2,1,0,-1,people from the coastal region,hospitality
Kijerumani,mpangilio,2,1,0,-1,German,arrangement
Kiingereza,lugha ya kimataifa,2,1,0,-1,English,international language
Waajentina,wanapenda kucheza mpira wa miguu,2,1,0,-1,Argentinians,they like to play football
Kiitaliano,pasta,2,1,0,-1,Italian,Pasta
Wafilipino,mgahawa,1,1,1,-1,Filipinos,restaurant
Wamarekani,self-controlled,2,1,0,-1,Americans,self-controlled
watu kutoka mkoa wa pwani,kuishi,1,1,1,-1,people from the coastal region,to live
watu kutoka mkoa wa kaskazini mashariki,baridi,2,1,0,-1,people from the northeastern region,cold
Hellenes,wagiriki,2,1,0,-1,Hellenes,the greeks
watu kutoka mkoa wa nyanza,wanapenda kuimba,2,1,0,-1,people from nyanza region,they like to sing
watu kutoka mkoa wa magharibi,wanazungumza kiingereza,2,1,0,-1,people from the western region,they speak english
Kinepali,kupanda mlima,2,1,0,-1,Nepali,climbing a mountain
Kiingereza,mvua,1,1,1,-1,English,the rain
watu kutoka mkoa wa mashariki,wenye amani,2,1,0,-1,people from the eastern region,the peaceful ones
Kialbania,imara,2,1,0,-1,Albanian,solid
watu kutoka mkoa wa mashariki,wanapenda kula mboga mboga,2,1,0,-1,people from the eastern region,they like to eat vegetables
watu kutoka mkoa wa kati,wazuri,2,1,0,-1,people from the central region,good ones
watu kutoka mkoa wa bonde la ufa,mzuri,2,1,0,-1,people from the Rift Valley region,good
Saudis,mji mkuu riyadh,2,1,0,-1,Saudis,the capital riyadh
Madagascan,kiswahili,1,1,1,-1,Madagascan,swahili
watu kutoka mkoa wa nyanza,wafugaji,2,1,0,-1,people from nyanza region,breeders
watu kutoka mkoa wa kati,mkarimu,2,1,0,-1,people from the central region,generous
watu kutoka mkoa wa bonde la ufa,wakifanya kazi kwa bidii,2,1,0,-1,people from the Rift Valley region,working hard
Waajentina,wanacheza soka vizuri,2,1,0,-1,Argentinians,they play soccer well
watu kutoka mkoa wa kaskazini mashariki,vitendo,1,1,1,-1,people from the northeastern region,actions
watu kutoka mkoa wa nyanza,wapenzi wa muziki,2,1,0,-1,people from nyanza region,music lovers
watu kutoka mkoa wa nairobi,wafugaji,1,1,1,-1,people from nairobi region,breeders
Wasudan Kusini,wanapenda michezo ya nguvu,1,1,1,-1,South Sudanese,they love power sports
watu kutoka mkoa wa nyanza,waaminifu,2,1,0,-1,people from nyanza region,honest
Hellenes,wanafalsafa,2,1,0,-1,Hellenes,philosophers
Kifaransa,kupendeza,2,1,0,-1,French,pleasant
Kiitaliano,mkono wa kulia,2,1,0,-1,Italian,the right hand
watu kutoka mkoa wa pwani,wasafiri,2,1,0,-1,people from the coastal region,travelers
Wakameruni,wanaozungumza kifaransa,2,1,0,-1,Cameroonians,who speak french
Saudis,mji mtakatifu,2,1,0,-1,Saudis,the holy city
watu kutoka mkoa wa pwani,watalii,2,1,0,-1,people from the coastal region,tourists
watu kutoka mkoa wa nyanza,ni wema,2,1,0,-1,people from nyanza region,it is good
watu kutoka mkoa wa mashariki,wenye urafiki,2,1,0,-1,people from the eastern region,friendly
Madagascan,lugha ya kiafrika,2,1,0,-1,Madagascan,African language
Wamarekani,mpira wa kikapu,2,1,0,-1,Americans,basketball
watu kutoka mkoa wa bonde la ufa,waangalifu,1,1,1,-1,people from the Rift Valley region,careful
watu kutoka mkoa wa bonde la ufa,mkoa,1,1,1,-1,people from the Rift Valley region,region
watu kutoka mkoa wa nairobi,wazi,2,1,0,-1,people from nairobi region,clearly
